CremonaReference,Discriminant,Point,Height
2925a1,-3,(-5 : 1/2*(-75*s - 1) : 1),0.650507421597056453403500653


2925a2,-39,(15 : 1/2*(225*s - 1) : 1),0.693718581396750942105528712


2925b1,1,(40 : 187 : 1),0.216835807199018817801166885


2925b2,1,(15 : -338 : 1),0.650507421597056453403500653


2925c1,165,(-11 : 1/2*(-75*s + 11) : 1),0.536253748327098664832467492


2925c2,165,(-11 : 1/2*(-525*s + 11) : 1),1.97711389110510969626327963


2925d1,-20,(-17/2 : 1/8*(75*s + 30) : 1),0.341609736609433260037755239


2925d2,-20,(-17/2 : 1/8*(975*s + 30) : 1),0.683219473218866520075510479


2925e1,-3,(-2 : 1/2*(-3*s - 1) : 1),0.257133601693766455605727476


2925e2,24,(17/2 : 1/8*(39*s - 4) : 1),0.298567990643884764479211025


2925f1,12,(3/2 : 1/8*(75*s - 6) : 1),0.763113750576109534024843185


2925f2,69,(1/2*(-3*s + 39) : 3*s - 93 : 1),0.484972560709945728671723339


2925f3,-35,(-21 : 1/2*(-45*s + 21) : 1),0.944289050118867419166137775


2925f4,105,(-6 : -90*s + 3 : 1),1.10643664236743658304483190


2925g1,-87,(-16 : 1/2*(225*s + 15) : 1),1.15281670886380721949679256


2925g2,-231,(-22 : 1/2*(-117*s + 21) : 1),1.66912384675667910352953553


2925g3,465,(74 : 1/2*(225*s - 75) : 1),1.74805802703009026524405085


2925g4,-87,(-46 : 1/2*(675*s + 45) : 1),1.18194477098584095704813889


2925g5,840,(-61 : 1125*s + 30 : 1),1.87595644801723469139044449


2925g6,28,(-3/2 : 1/8*(12337*s + 2) : 1),3.32126786828150465517188719


2925g7,NA,NA,E1


2925g8,424,(13/36 : 1/432*(663113*s - 294) : 1),10.8220906626058669722575334


2925h1,5,(-5 : 1/2*(45*s - 1) : 1),0.0995172561514167819149880405


2925i1,-195,(-1 : 45*s : 1),1.13430997409336341066553666


2925j1,105,(1/2*(3*s + 3) : 1/2*(3*s - 115) : 1),0.176371108031426456726206648


2925k1,-15,(14 : 1/2*(15*s - 15) : 1),0.375514098661266321804472877


2925k2,-15,(-16 : 1/2*(75*s + 15) : 1),0.187757049330633160902236438


2925l1,381,(-3*s + 13 : 1/2*(-99*s - 667) : 1),1.28711045390498790098346299


2925m1,165,(-3*s + 25 : 1/2*(-33*s + 449) : 1),0.502988181919892080349189557


2925m2,NA,NA,E1


2925n1,-195,(-40 : 1/2*(195*s - 1) : 1),0.492375070262214181425849288


2925o1,-3,(-10 : 1/2*(45*s - 1) : 1),0.0969370125276630862770698547


2925p1,-3,(9 : 1/2*(45*s - 9) : 1),0.0571705373225693118372242829


2925q1,5,(-1 : 1/2*(585*s + 1) : 1),0.194406897669735115019523062


2925r1,1,(39 : -1 : 1),0.926440939572641354081065003


2925r2,-447,(-25 : 1/2*(75*s - 1) : 1),1.62488707605740705683068199


2925s1,-195,(-5 : 1/2*(-45*s - 1) : 1),0.715313933975271282799599456


2925t1,-15,(-10 : 1/2*(15*s - 1) : 1),0.257133601693766455605727476


2925t2,156,(3*s + 23 : -33*s + 409 : 1),0.833486465874406829509527355


