CremonaReference,Discriminant,Point,Height
742a1,1,(3 : -5 : 1),0.199565869934887068512326655


742b1,17,(1/2*(7*s + 21) : 1/2*(21*s + 133) : 1),0.245771245888308106930980621


742b2,17,(17 : 1/2*(-7*s - 17) : 1),0.491542491776616213861961242


742c1,53,(-2 : 14*s + 1 : 1),0.372948468527377085336490831


742d1,-67,(4 : 106*s - 2 : 1),0.761404386709264169755282547


742e1,149,(12 : 106*s - 6 : 1),0.991348432856272045338548048


742e2,221,(12 : 742*s - 6 : 1),1.66251179120073841506302932


742f1,5,(-3 : -49*s + 1 : 1),0.133245807397463973650548233


742g1,1,(9 : 23 : 1),0.0572963270873771184852147912


