CremonaReference,Discriminant,Point,Height,Provable
2870a1,1,(-3 : -2 : 1),0.576949740819669709076798652,0

2870a2,-4,(1/2*(-7*s - 8) : -7*s + 16 : 1),0.288474870409834854538399326,0

2870b1,1,(1 : 6 : 1),0.301575592544572607318646920,0

2870b2,-8,(1/2*(7*s - 2) : -7*s + 28 : 1),0.150787796272286303659323460,0

2870c1,897,(-12 : 1/2*(-245*s + 11) : 1),1.68479083332179150980311766,0

2870c2,744,(1/2*(7*s + 146) : 1/2*(133*s - 3952) :  1),1.36881102567082274669394457,0


2870c3,93,(-19 : 350*s + 9 : 1),1.31601881973519070758835767,0

2870c4,-212,(-19 : 1025*s + 9 : 1),0.929943517551165480629436999,0

2870d1,61,(31 : 287*s - 16 : 1),1.06771572217755675509935240,0

2870d2,33,(32 : 1/2*(-779*s - 33) : 1),2.28675322271346132534800791,0

2870d3,1,(-54 : -3036 : 1),0.781295156342524581240748435,0

2870d4,445,(-81 : -196*s + 40 : 1),1.70438687810539839755358262,0

