CremonaReference,Discriminant,Point,Height
1246a1,-331,(-14 : -64*s + 7 : 1),1.15109874561251421003934912


1246b1,NA,NA,E1


1246b2,NA,NA,E1


1246c1,1,(6 : 11 : 1),0.329049783113459093145230007


1246d1,1,(3 : 5 : 1),0.235486764963113449008365928


1246e1,1,(24 : -4 : 1),0.191378140140484382433183489


1246f1,-7,(1/2*(s - 11) : -s + 8 : 1),0.391872728485597994937394923


1246f2,-4,(-7*s + 2 : 1/2*(63*s + 68) : 1),0.261051600621360255584305396


1246g1,-623,(1/2*(-s - 133) : 22*s - 123 : 1),0.391457980249937024368306678


1246g2,69,(-21 : -89*s + 10 : 1),0.720267881751397956695440147


1246h1,-7,(2*s + 3 : -6*s + 5 : 1),0.123641896729588486159376184


1246h2,1,(13 : 7 : 1),0.247283793459176972318752369


1246i1,1,(1 : 6 : 1),0.0820954931419425619152848515


