CremonaReference,Discriminant,Point,Height
2736a1,76,(s + 9 : 4*s + 38 : 1),0.273774057523628734695437250


2736a2,1,(17 : 76 : 1),0.547548115047257469390874500


2736b1,21,(-3*s + 6 : 9*s - 27 : 1),0.521314205849840044773780038


2736b2,-3,(-3 : -36*s : 1),0.547548115047257469390874500


2736c1,28,(1/2*(s + 6) : 1/2*(-s - 16) : 1),0.236789552206611235621793397


2736c2,12,(s + 13 : 6*s + 18 : 1),0.326294542378110762952763431


2736d1,-84,(1/2*(-3*s - 6) : 1/2*(9*s + 108) :  1),0.236789552206611235621793397




2736d2,-84,(-21 : -9*s : 1),0.473579104413222471243586794


2736e1,-3,(1 : 12*s : 1),0.103366441093285452720164291


2736f1,12,(11 : 57/2*s : 1),0.385180099347038050051763242


2736g1,12,(10 : -9*s : 1),0.0321222210000764774899217068


2736h1,76,(-s + 7 : -s + 38 : 1),0.303366304823753540051739320


2736h2,24,(-3*s + 17 : 27*s - 72 : 1),0.202321721454166719721014478


2736i1,12,(-2 : -3*s : 1),0.0654148695884119662456632223


2736j1,-24,(-11 : 18*s : 1),0.549034424095603218514871152


2736j2,-15,(1 : 36*s : 1),0.739209043790757878890495302


2736j3,120,(-44 : -171/2*s : 1),0.855759985558823358231392013


2736j4,-51,(-5 : -54*s : 1),0.861013027117837163594902267


2736k1,12,(-15 : 18*s : 1),0.311372269638456624561805484


2736k2,-20,(-15 : 54*s : 1),0.839777555067286711364509099


2736l1,12,(2*s + 5 : 6*s + 12 : 1),0.190993200239729920407527197


2736l2,28,(-2*s + 1 : 8*s + 52 : 1),0.362587067644243505971252841


2736m1,24,(13 : 24*s : 1),0.278258698304539343297101781


2736m2,60,(-11 : 48*s : 1),0.566281161071473736627687345


2736m3,-516,(61 : 96*s : 1),0.745621090609396059271118528


2736n1,-4,(13 : -54*s : 1),0.354950451951167944060358052


2736n2,-132,(-11 : -18*s : 1),0.884789277707952873620082315


2736n3,-651,(43 : -114*s : 1),1.68049953181934572806670986


2736n4,-120,(1 : -228*s : 1),0.432636567372840315068581634


2736o1,-20,(-7 : 162*s : 1),0.627916204308417735686423725


2736o2,-408,(-19 : 36*s : 1),1.20477448484263371056443083


2736p1,12,(8 : -9*s : 1),0.0745081093257555407041530663


2736q1,-4,(-8 : -18*s : 1),0.225966868825694878751226265


2736q2,-4,(7 : 171/2*s : 1),0.677900606477084636253678795


2736q3,NA,NA,E1


2736r1,-4,(-4 : -9*s : 1),0.140890040830147667478831673


2736s1,-276,(-8 : 18*s : 1),0.791751829097551870648155877


2736s2,NA,NA,E1


2736t1,33,(3*s + 10 : 9*s + 63 : 1),0.578057328236753943733720455


2736t2,28,(2*s - 3 : 8*s - 100 : 1),0.510260673996123324786738551


2736t3,8,(-11 : 324*s : 1),1.05394532340485565244641627


2736t4,-8,(-6*s - 11 : 18*s - 216 : 1),0.380540951765285337949018692


2736u1,24,(1/2*(-3*s + 16) : 1/2*(9*s - 90) : 1),0.176391440791535105649362379


2736u2,60,(5 : -9*s : 1),0.235079876329500668846267931


2736v1,-116,(-31 : -144*s : 1),1.07184658421790735132417771


2736v2,-255,(-1 : 1026*s : 1),1.80073148006225180630497902


2736v3,NA,NA,E1


2736v4,-39,(-31 : 2592*s : 1),0.986230012650159597160113702


2736w1,12,(8 : 6*s : 1),0.150298370947295011299220445


2736x1,57,(-1 : 6*s : 1),0.477248119660155817414371105


2736x2,-388,(13 : 38*s : 1),1.00041260760091810461078158


