CremonaReference,Discriminant,Point,Height
2550a1,-15,(1/2*(5*s + 5) : 5*s + 5 : 1),0.357529769901825028046803583


2550a2,-15,(1/2*(5*s - 15) : 1/2*(-15*s + 145) :  1),0.178764884950912514023401792




2550a3,-15,(15 : 1/2*(225*s - 15) : 1),0.357529769901825028046803584


2550a4,60,(1/2*(-5*s + 20) : 1/2*(-55*s - 310) :  1),0.455768812150019255188995981




2550b1,13,(-5*s + 5 : 15*s + 85 : 1),0.628949066022510330699112826


2550b2,-55,(0 : 30*s : 1),0.750656408968506985757517144


2550b3,-7,(-15 : 1/2*(1275*s + 15) : 1),0.456842079446330806172546305


2550b4,-55,(5 : 1/2*(-135*s - 5) : 1),0.375328204484253492878758572


2550b5,-340,(70 : 1/2*(1785*s - 70) : 1),3.24627080103625024537333097


2550b6,-228,(22 : 1/2*(-289*s - 22) : 1),1.06112906279744710916764890


2550c1,305,(-15 : 1/2*(-225*s + 15) : 1),1.22268305086676148464068207


2550d1,-255,(1/2*(-5*s - 25) : 1/2*(15*s + 225) :  1),0.355191312862073036501979024




2550d2,-20,(-30 : 125*s + 15 : 1),0.343803591611837833328030952


2550d3,-591,(41 : 1/2*(289*s - 41) : 1),1.55150802668066060401397951


2550d4,-319,(-61 : 1/2*(2499*s + 61) : 1),4.70454751913517428146263542


2550e1,-3,(0 : 5*s : 1),0.290498045798020395112939474


2550f1,NA,NA,E1


2550f2,65,(-25 : 1/2*(255*s + 25) : 1),0.609583956442295803867883858


2550g1,-4,(10 : 75*s - 5 : 1),0.140294812163949505199067270


2550h1,165,(-13 : 20*s + 6 : 1),0.493158829394482121838318225


2550h2,65,(42 : 1/2*(255*s - 43) : 1),1.08756611848401879283587585


2550h3,805,(-83 : -75*s + 41 : 1),1.34923182065050355434564429


2550h4,NA,NA,E1


2550h5,-723,(7 : 200*s - 4 : 1),4.09670928366258012574869332


2550h6,265,(57 : -255*s - 29 : 1),1.56363935754681446092156231


2550h7,NA,NA,E1


2550h8,-55,(42 : 1/2*(-2875*s - 43) : 1),2.23581935275026435278819866


2550i1,-15,(2 : 1/2*(25*s - 3) : 1),0.320314650879589594772936540


2550j1,-155,(-43 : 729*s + 21 : 1),0.412823996226006909663766865


2550k1,5,(17 : 30*s - 9 : 1),0.342397769435040525407859628


2550k2,-15,(-18 : 1/2*(225*s + 17) : 1),0.593903792726504830476870402


2550k3,-235,(47 : -375*s - 24 : 1),1.38738906056072849558907469


2550k4,-95,(22 : 1/2*(255*s - 23) : 1),0.574178735614162080718421080


2550l1,-3,(-1 : -2*s : 1),0.129209619906550308959257498


2550m1,1,(-3 : 76 : 1),0.155847062809501347278806300


2550m2,1,(-8 : 341 : 1),0.311694125619002694557612601


2550n1,205,(7 : -30*s - 4 : 1),0.951444303043893195328800870


2550n2,-635,(-47/9 : 1/27*(-680*s + 57) : 1),1.55376258289855161587823926


2550o1,NA,NA,E1


2550o2,NA,NA,E1


2550p1,60,(37 : 40*s - 19 : 1),0.794400246503207903394964033


2550p2,969,(13 : -168*s - 7 : 1),4.26553220748451544380994422


2550q1,-15,(-8 : 1/2*(15*s + 7) : 1),0.339323997476294456406544429


2550r1,305,(-55 : -1248*s + 27 : 1),2.92562466383723847005636273


2550r2,NA,NA,E1


2550s1,-15,(-5 : -240*s + 2 : 1),0.137337126117197666349271961


2550s2,-319,(15 : 450*s - 8 : 1),1.94816596782374466064707330


2550t1,-40,(-5 : 1/2*(3*s + 4) : 1),0.304097604937435946419231237


2550u1,17,(-3*s - 2 : -6*s - 25 : 1),0.199814271306191130945777690


2550u2,1,(-9 : 38 : 1),0.0920498708480239554858772578


2550v1,65,(35 : 15*s - 18 : 1),0.309246076230378692244204531


2550v2,1,(15 : 417 : 1),1.03101559373825579205145335


2550v3,1,(-61 : -378 : 1),0.171835932289709298675242224


2550v4,-55,(25 : -255*s - 13 : 1),0.202560571482509284115647821


2550w1,-15,(-5 : 10*s + 2 : 1),0.129209619906550308959257498


2550x1,1,(15 : 12 : 1),0.220452424580737947158386858


2550x2,1,(49 : -22 : 1),0.440904849161475894316773715


2550y1,-3,(0 : 1/2*(-5*s - 1) : 1),0.320314650879589594772936540


2550z1,NA,NA,E1


2550ba1,1,(32 : 2534 : 1),0.0525508914465074974213927631


2550ba2,NA,NA,E1


2550bb1,-20,(2 : 3*s - 1 : 1),0.140294812163949505199067270


2550bc1,-15,(2 : 25*s - 1 : 1),0.290498045798020395112939474


2550bd1,5,(12 : 15*s - 6 : 1),0.143253892940880071476274413


2550bd2,5,(7 : 1/2*(45*s - 7) : 1),0.286507785881760142952548826


2550be1,-15,(12 : -34*s - 6 : 1),0.182106697288859255805584030


2550be2,NA,NA,E1


2550bf1,1,(12 : 54 : 1),0.0188535339485679452996872410


