CremonaReference,Discriminant,Point,Height,Provable
2205a1,-3,(13 : 1/2*(-15*s - 13) : 1),0.412836745747679799657589727,0

2205a2,-3,(-5 : 1/2*(105*s + 5) : 1),0.206418372873839899828794863,0

2205b1,28,(-5 : 1/2*(-105*s + 4) : 1),0.476309178670741907900410128,0

2205b2,-7,(-12 : 1/2*(-245*s + 11) : 1),0.206418372873839899828794863,0

2205c1,-84,(16 : 1/2*(315*s - 16) : 1),0.476309178670741907900410128,0

2205c2,28,(2 : 1/2*(-875*s - 2) : 1),1.28589750829034871736763381,0

2205d1,-35,(1/2*(-s - 3) : 1/2*(-3*s - 17) : 1),0.103209186436919949914397432,0

2205d2,1,(2 : -19 : 1),0.206418372873839899828794863,0

2205e1,-3,(11 : 1/2*(-405*s - 1) : 1),0.120750950781871740723212700,0

2205f1,1,(16 : -68 : 1),0.285110766054809625261207169,0

2205f2,-3,(4 : 1/2*(225*s - 1) : 1),0.459571398792895084899583717,0

2205g1,105,(-14 : 1/2*(21*s - 1) : 1),0.0925733338021420941102904503,0

2205g2,-168,(-7/2 : 1/8*(105*s - 4) : 1),0.757163484109581097292858595,0

2205g3,-248,(7/2 : 1/8*(-1225*s - 4) : 1),1.24585433530306830986336581,0

2205h1,-3,(-6 : 1/2*(15*s - 1) : 1),0.128947546512996433043966912,0

2205i1,21,(-7 : 1/2*(105*s - 1) : 1),0.344678549094671313674687787,0

2205i2,21,(-28 : 1/2*(-1575*s - 1) : 1),0.459571398792895084899583717,0

2205j1,28,(-3/2 : 1/8*(-63*s + 6) : 1),0.325078210998281531387058286,0

2205j2,85,(1/2*(7*s + 67) : 1/2*(21*s + 579) :  1),0.577146203377369565292755961,0


2205j3,-3,(-3 : 1/2*(225*s + 3) : 1),0.689178076824089155313474288,0

2205j4,385,(30 : 63*s - 15 : 1),1.64493571916604554594552378,0

2205j5,-120,(-42 : -162*s + 21 : 1),1.94660557330345855768990125,0

2205j6,-91,(-19 : 1/2*(-175*s + 19) : 1),0.633804662724403378906826808,0

2205j7,NA,NA,E1,NA

2205j8,-120,(-27/4 : 1/16*(3969*s + 54) : 1),0.973302786651729278844950624,0

2205k1,28,(-19 : 1/2*(63*s + 18) : 1),0.503158808129435057411859993,0

2205k2,-7,(2 : 1/2*(189*s - 3) : 1),0.518830022815148767654055320,0

2205k3,-7,(2 : 1/2*(1575*s - 3) : 1),0.259415011407574383827027661,0

2205k4,-7,(2 : 1/2*(441*s - 3) : 1),0.259415011407574383827027661,0

2205l1,21,(0 : 1/2*(147*s - 1) : 1),0.290131979654241974348925552,0

2205m1,168,(-49/2 : 1/8*(-3675*s - 4) : 1),0.950179562452318598940650941,0

