CremonaReference,Discriminant,Point,Height
678a1,1,(2 : 0 : 1),0.156710702960118647204115031


678b1,-3,(-1 : -3*s : 1),0.130548353392314662320209685


678c1,1,(29 : -159 : 1),0.249139071305035699265173509


678c2,-4,(9*s - 11 : -36*s - 67 : 1),0.124569535652517849632586755


678d1,73,(10 : 12*s - 5 : 1),0.763211113018258522312021773


678d2,-219,(52 : -113*s - 26 : 1),0.748033213120341571492839532


678e1,8,(-3*s : -6*s - 24 : 1),0.546931615049278414075011830


678e2,13,(-3*s + 10 : 1/2*(-9*s + 95) : 1),0.283159088858189285434879055


678e3,172,(3*s + 20 : 1/2*(-27*s - 374) : 1),0.827388039686215762579077055


678e4,13,(3*s + 22 : 1/2*(-39*s - 385) : 1),0.566318177716378570869758111


678f1,-11,(-10 : 3*s + 5 : 1),0.416747526633975578457905553


678f2,-11,(-3*s - 6 : 1/2*(15*s + 93) : 1),0.208373763316987789228952777


