CremonaReference,Discriminant,Point,Height
896a1,-7,(1/2*(-s - 5) : 1/2*(-s + 7) : 1),0.427541752917239660606061487


896a2,-3,(2*s : 4*s - 8 : 1),0.364428469585842687502428635


896b1,-24,(1/2*(s + 2) : -s + 2 : 1),0.364428469585842687502428635


896b2,56,(-s + 4 : 2*s - 16 : 1),0.479975545699290170949282398


896c1,21,(1/2*(-s + 3) : 1/2*(s - 7) : 1),0.472460737372167215570727384


896c2,8,(s : -2*s + 8 : 1),0.247462238309015116216569489


896d1,8,(-1/2*s : -s - 2 : 1),0.247462238309015116216569489


896d2,-7,(s + 3 : 4*s : 1),0.363718892004152643582925943


