CremonaReference,Discriminant,Point,Height
400a1,60,(1/2*(-5*s + 30) : 1/2*(25*s - 200) :  1),0.170940323165758659000816489




400a2,60,(5/3 : 25/9*s : 1),0.341880646331517318001632977


400a3,44,(s + 23 : 9*s - 58 : 1),0.305685355003562746197484787


400a4,120,(-5/3 : 50/9*s : 1),0.500528594227175502847228458


400b1,-580,(-22 : -4*s : 1),0.664517120953289032327175419


400b2,-260,(-22 : -8*s : 1),0.395606547424043927573433033


400b3,5,(8 : 50*s : 1),0.259596839415923470077417360


400b4,NA,NA,E1


400c1,1,(12 : 40 : 1),0.0648992098539808675193543399


400c2,8,(12 : -40*s : 1),0.181367514061854930554374433


400c3,-55,(1/2*(-5*s + 9) : -25*s - 75 : 1),0.581393389180812498029150699


400c4,460,(52 : 40*s : 1),0.679122859029636193952353381


400d1,-4,(1/2*s : 1/2*(s - 4) : 1),0.0733027566505906984136253000


400d2,-4,(2 : -5*s : 1),0.146605513301181396827250600


400e1,40,(1/2*(5*s + 26) : 1/2*(25*s + 150) : 1),0.206718457004581227473520524


400e2,40,(8 : 5*s : 1),0.413436914009162454947041048


400e3,40,(1/2*(-5*s + 6) : 1/2*(-25*s - 150) :  1),0.0689061523348604091578401746




400e4,40,(-12 : 25*s : 1),0.137812304669720818315680349


400f1,-20,(1/2*(-5*s + 16) : 25/2*s : 1),0.0733027566505906984136252998


400f2,-20,(8 : -25*s : 1),0.146605513301181396827250600


400g1,5,(5 : 20*s : 1),0.128375062946050869062175924


400h1,1,(1 : 4 : 1),0.128375062946050869062175924


