CremonaReference,Discriminant,Point,Height
950a1,-20,(-13 : 10*s + 6 : 1),0.327925939750735550811929276


950a2,-47,(-20 : 1/2*(19*s + 19) : 1),1.09297264075393591227786674


950b1,-20,(0 : -25*s : 1),0.0887580904384115023087316406


950b2,-95,(-25 : 1/2*(475*s + 25) : 1),0.503280645238848136356672610


950c1,5,(14 : 25*s - 7 : 1),0.185112103110671277318721113


950d1,5,(7 : 1/2*(-25*s - 7) : 1),0.131821481882326275601128813


950e1,1,(15 : 17 : 1),0.188760387023824578875895782


950e2,-15,(5*s - 10 : -5*s - 133 : 1),0.0629201290079415262919652608


950e3,-55,(-5*s - 40 : 50*s - 43 : 1),0.504404937196100051649940733


