CremonaReference,Discriminant,Point,Height
2006a1,-23,(1/2*(-s - 47) : 6*s - 8 : 1),1.05791688625846112548415208


2006a2,-247,(-s - 18 : 1/2*(5*s + 253) : 1),0.734551394884343984873071369


2006b1,-11,(2 : 68*s - 1 : 1),0.231267929977817423954145931


2006c1,-4,(13 : 34*s - 7 : 1),0.411381450012635288619576840


2006c2,NA,NA,E1


2006d1,1,(7 : -12 : 1),0.173664093681408317420466401


2006e1,NA,NA,E1


2006f1,5,(2 : -2*s - 1 : 1),0.409557411044026789400162498


2006g1,NA,NA,E1


2006h1,201,(-1 : -102*s : 1),1.63750222641054904098566365


2006h2,-660,(3/2 : 1/8*(-289*s - 10) : 1),1.59789577534036424553505699


2006i1,12,(1/2*(-s + 8) : 1/2*(s - 16) : 1),0.273783003247832307330266670


2006i2,12,(15 : 1/2*(-s - 16) : 1),0.547566006495664614660533341


2006j1,-4,(s - 1 : 2*s - 3 : 1),0.275204991254951610625661654


2006k1,1,(41 : 251 : 1),0.0894866595446598322148040060


