CremonaReference,Discriminant,Point,Height
2600a1,-35,(-2 : 10*s : 1),0.502169084930771210157395794


2600a2,-20,(5*s - 2 : 25*s - 50 : 1),0.414495792662288731817111242


2600b1,-20,(-s - 2 : -s - 10 : 1),0.289893896246010753359855097


2600c1,-40,(2 : 10*s : 1),0.236753544889946375835650794


2600d1,-20,(-5 : 10*s : 1),0.687753899702707180699828923


2600d2,60,(25 : 25*s : 1),0.846356221664890079233741139


2600e1,17,(0 : 50*s : 1),1.08859716585823809419299264


2600f1,1,(-3 : 10 : 1),0.0966554187959159035064957435


2600g1,-40,(-18 : -130*s : 1),0.216466299011254074260094068


2600h1,-20,(8 : 25/2*s : 1),0.707804641572147574135134186


2600i1,-8,(-4 : 26*s : 1),0.216466299011254074260094068


2600j1,689,(s + 38 : 9*s + 247 : 1),0.845417127957381170877817522


2600j2,104,(-s - 17 : s + 52 : 1),0.681103197414298195680019951


2600j3,-340,(-25 : 30*s : 1),1.51997034043081255708256972


2600j4,-24,(-5 : -50*s : 1),1.03265662810744754880396295


2600k1,1,(-4 : 26 : 1),0.141482286004710904073501875


2600l1,24,(-s + 3 : -s + 8 : 1),0.514577865561865207019385680


2600l2,-4,(-2*s + 3 : 8*s + 28 : 1),0.343876949851353590349914461


2600m1,-4,(-8 : 25*s : 1),0.313594484948671031184086488


