CremonaReference,Discriminant,Point,Height
987a1,-3,(1/2*(3*s + 1) : -3*s - 1 : 1),0.372911382704708786046401217


987a2,37,(s + 2 : 1/2*(3*s + 11) : 1),0.600798622818727826610104101


987b1,-20,(-3 : 1/2*(3*s + 2) : 1),0.784740945279376513565941570


987b2,8,(3*s + 2 : -6*s - 9 : 1),0.606181635071613190474334195


987b3,-15,(3*s + 11 : 1/2*(-39*s + 9) : 1),0.602053047918118867229565312


987b4,17,(10 : 1/2*(21*s - 11) : 1),0.570437951591548852350009458


987c1,13,(6 : 1/2*(7*s - 1) : 1),0.553475415178080230971684644


987d1,13,(-8 : 1/2*(-189*s - 1) : 1),0.882349778527840113744545854


987e1,1,(-3 : -69 : 1),0.188521017199504000517189467


987e2,1,(0 : -282 : 1),0.377042034399008001034378935


