CremonaReference,Discriminant,Point,Height
1022a1,-3,(6 : 14*s - 3 : 1),0.475761377282030996257747169


1022a2,-3,(6*s + 2 : -27*s + 42 : 1),0.436363974177034521310866860


1022b1,73,(3*s + 20 : 19*s + 99 : 1),0.386272227626067758886475904


1022b2,65,(-4*s + 11 : -30*s - 260 : 1),0.450831852707714060353019380


1022b3,1,(79 : 398 : 1),0.386272227626067758886475904


1022b4,NA,NA,E1


1022c1,-7,(s - 1 : -s - 3 : 1),0.210138679597454059362532987


1022c2,-3,(s + 1 : -5*s + 3 : 1),0.378990212726884257698271275


