CremonaReference,Discriminant,Point,Height,Provable
2112a1,8,(-2*s + 1 : 8 : 1),0.300993686498521281521791038,0

2112a2,-8,(-2*s + 9 : -8*s + 40 : 1),0.288730858644886570077010033,0

2112b1,-4,(-9 : -6*s : 1),0.428690710564466181169493549,0

2112b2,-4,(5 : -36*s : 1),0.214345355282233090584746775,0

2112c1,-8,(-s - 1 : -s + 4 : 1),0.301936603834599410992695064,0

2112c2,-24,(1 : -2*s : 1),0.155820845942800036426708303,0

2112d1,-88,(25 : 12*s : 1),0.302874733631981967958710547,0

2112d2,152,(21 : 54*s : 1),1.08081018897647924660783978,0

2112d3,-948,(11 : -466*s : 1),5.67501190614688815709462430,0

2112d4,-328,(-41 : 726*s : 1),1.98270617899042385690997545,0

2112e1,24,(5 : 6*s : 1),0.491439190485467904828026619,0

2112e2,-8,(2*s + 17 : -8*s - 136 : 1),0.550897322691858245968872527,0

2112e3,-408,(-7 : -16*s : 1),0.767762290861326137058770626,0

2112e4,-120,(-31 : 44*s : 1),0.557060584628529712530350398,0

2112f1,28,(1/2*(3*s + 30) : -9*s - 48 : 1),0.701318915207688551149541618,0

2112f2,-7,(3*s + 14 : -18*s - 30 : 1),0.621074183745788784957107157,0

2112f3,8,(-11 : 6*s : 1),0.470539516980151320254899141,0

2112f4,-7,(-3*s - 4 : -6*s + 54 : 1),0.614076523228536194726644190,0

2112g1,40,(-1 : -s : 1),0.703697137563671713590788004,0

2112g2,12,(-3*s + 15 : 18*s - 48 : 1),0.528388952511658669626207317,0

2112g3,168,(-2*s + 17 : 8*s - 136 : 1),0.458423895832607202806730009,0

2112g4,12,(-4*s + 17 : 32*s + 112 : 1),0.554667417574108659517497011,0

2112h1,56,(-4 : -99/2*s : 1),0.416053470369209817134033118,0

2112h2,476,(-26 : -297/2*s : 1),1.39872361937734694637076656,0

2112h3,353,(-59 : 1320*s : 1),3.06645556121197052223731779,0

2112h4,17,(-15 : 792*s : 1),1.03089371314313356158807418,0

2112i1,-3,(-7 : -8*s : 1),0.615581860605252687834311650,0

2112i2,-8,(1 : 6*s : 1),0.415458008926997916372024667,0

2112j1,-616,(-47 : -36*s : 1),0.541867080399191087236589238,0

2112j2,-4,(9 : -792*s : 1),0.178239312613947098693044714,0

2112k1,-40,(-9 : 3/2*s : 1),0.947036111868440264291529983,0

2112k2,-7,(1/2*(3*s - 13) : 1/2*(-3*s + 39) : 1),0.653781182580829207055590214,0

2112k3,-8,(11 : 6*s : 1),0.470539516980151320254899141,0

2112k4,-52,(3*s + 13 : 18*s + 24 : 1),0.795725638036020175408058620,0

2112l1,-8,(3 : -24*s : 1),0.241597126872717984966324750,0

2112l2,-8,(-6*s - 5 : 24*s + 120 : 1),0.120798563436358992483162375,0

2112l3,13,(13 : 132*s : 1),1.02706095493752870054768545,0

2112l4,40,(11 : -36*s : 1),0.213608727833835100913553613,0

2112m1,-4,(3 : -8*s : 1),0.823221395994967009001016160,0

2112m2,12,(-s - 3 : -2*s - 24 : 1),0.535335914310107770814768046,0

2112m3,56,(23 : -2*s : 1),0.857506855762577265002166493,0

2112m4,-40,(-2*s + 11 : 8*s - 72 : 1),0.503061863850079508454614776,0

2112n1,-56,(4 : -99/2*s : 1),0.416053470369209817134033118,0

2112n2,-119,(26 : 297*s : 1),1.39872361937734694637076656,0

2112n3,NA,NA,E1,NA

