CremonaReference,Discriminant,Point,Height,Provable
1664a1,-4,(-9 : 2*s : 1),0.200170704194302991842673567,0

1664b1,8,(6 : -13/2*s : 1),0.125514736752437886417599491,0

1664c1,1,(9 : 4 : 1),0.200170704194302991842673567,0

1664d1,-40,(-2 : -1/2*s : 1),0.577541322986789212210273039,0

1664d2,-40,(s - 1 : 2*s - 16 : 1),0.288770661493394606105136520,0

1664e1,8,(1/2*(-s + 4) : -s - 4 : 1),0.421757934616439156394990571,0

1664e2,40,(s + 5 : -2*s - 24 : 1),0.288770661493394606105136520,0

1664f1,-8,(-4 : 1/2*s : 1),0.200170704194302991842673567,0

1664g1,17,(1/2*(-s + 5) : 1/2*(s - 11) : 1),0.638174707321673095132629565,0

1664g2,8,(-s + 5 : 4*s + 8 : 1),0.421757934616439156394990571,0

1664h1,-116,(-10 : 169/2*s : 1),0.797829266423942329332461221,0

1664h2,-296,(-23 : 442*s : 1),3.26123881795863441156508073,0

1664i1,104,(3 : 1/2*s : 1),0.341342227146656260196390662,1

1664j1,-8,(-6 : -13/2*s : 1),0.125514736752437886417599491,0

1664k1,-148,(-11 : 221*s : 1),3.26123881795863441156508073,0

1664k2,-232,(-19 : -169*s : 1),0.797829266423942329332461221,0

1664l1,37,(11 : 442*s : 1),3.26123881795863441156508073,0

1664l2,232,(19 : -169*s : 1),0.797829266423942329332461221,0

1664m1,-52,(-6 : -2*s : 1),0.341342227146656260196390662,1

1664n1,13,(6 : -4*s : 1),0.341342227146656260196390662,0

1664o1,8,(4 : -1/2*s : 1),0.200170704194302991842673567,0

1664p1,-3,(2*s + 1 : -8*s - 4 : 1),0.386156106466521458134508775,0

1664q1,1,(13 : 52 : 1),0.125514736752437886417599491,0

1664r1,29,(10 : -169*s : 1),0.797829266423942329332461221,0

1664r2,296,(23 : 442*s : 1),3.26123881795863441156508073,0

1664s1,-8,(1/2*(s - 2) : -s + 2 : 1),0.613731477233615829764047007,0

1664s2,-20,(-9 : 2*s : 1),0.577541322986789212210273039,0

1664t1,-104,(-3 : 1/2*s : 1),0.341342227146656260196390662,1

