CremonaReference,Discriminant,Point,Height,Provable
1975a1,5,(1/2*(-5*s - 7) : 1/2*(-35*s - 9) : 1),0.656442243498493269761628795,0

1975a2,101,(1/2*(s + 67) : 1/2*(-s - 133) : 1),0.649660619196481014546773060,0

1975a3,12,(-8 : 79*s + 4 : 1),0.974499241667253324076423763,0

1975a4,NA,NA,E1,NA

1975b1,5,(2 : 1/2*(5*s - 3) : 1),0.0976642101081869848537455209,0

1975c1,-20,(-13 : 1/2*(-25*s + 12) : 1),0.316631907351777374105052969,0

1975c2,-20,(-13 : -175*s + 6 : 1),1.79923877013813617249377670,0

1975d1,445,(48 : 1/2*(25*s - 1) : 1),0.943829363744187340174780581,0

1975d2,-523,(-15 : 1/2*(-79*s - 1) : 1),1.49156005415145567409739955,0

1975e1,5,(1/2*(-s + 1) : -3 : 1),0.262846423652269192426713766,0

1975f1,5,(1/2*(-5*s + 9) : 1/2*(25*s - 1) : 1),0.262846423652269192426713766,0

