CremonaReference,Discriminant,Point,Height
2230a1,-23,(-9 : 25*s + 4 : 1),0.444129011455119391371949021


2230b1,-568,(-67 : 40*s + 33 : 1),1.71124231700501720261417037


2230c1,65,(s + 1 : -4*s + 27 : 1),0.500778673968254247684630534


2230c2,-88,(1/2*(5*s - 44) : 201 : 1),0.597876579966097878557750020


2230c3,-547,(-49 : 1/2*(-125*s + 49) : 1),1.53726488890359904084368532


2230d1,1,(-47 : -477 : 1),0.477309907072888391012126604


2230e1,1,(7 : 1 : 1),0.0525506545494263958090591608


2230f1,1,(-3 : 6 : 1),0.0837093110375473398967108087


