CremonaReference,Discriminant,Point,Height
1944a1,8,(-3/2*s : 3*s + 9 : 1),0.295007776876544647436147944


1944b1,-4,(3 : 6*s : 1),0.336919461377599552854479185


1944c1,12,(3 : -6*s : 1),0.345410913623162033193620680


1944d1,-15,(-6 : 6*s : 1),0.465543502726285267946667087


1944e1,-3,(-3 : 6*s : 1),0.367551160769022526378276319


1944f1,-24,(-9 : 9/2*s : 1),0.509124896574298260955206012


1944g1,12,(-9 : 18*s : 1),0.336919461377599552854479185


1944h1,-4,(-1 : 2*s : 1),0.345410913623162033193620680


1944i1,12,(-s : -2*s - 6 : 1),0.259796044139817900312533704


1944j1,1,(1 : 2 : 1),0.367551160769022526378276319


