CremonaReference,Discriminant,Point,Height
2028a1,-247,(35 : 78*s : 1),0.737194339573937323091253875


2028b1,-4,(-3 : 9*s : 1),0.201168765170418244390969206


2028c1,13,(-17 : 39*s : 1),0.147414412048161505013051120


2028c2,-195,(22 : -26*s : 1),0.536000668588430907611917449


2028d1,-3,(-9*s + 6 : 99*s + 108 : 1),0.365196280786701482814613502


2028d2,520,(30 : 39*s : 1),0.725915821350177665407236471


2028d3,-663,(17 : 169*s : 1),0.915433826293843183932736758


2028d4,-696,(30 : -169*s : 1),2.39410604615472947512525791


2028e1,-3,(-s - 2 : -s - 6 : 1),0.146366135784167545622428286


2028e2,-3,(-8 : -2*s : 1),0.292732271568335091244856573


2028f1,-39,(17 : 39*s : 1),0.585464543136670182489713147


2028f2,-455,(4 : 78*s : 1),1.62153156907440160262407547


