CremonaReference,Discriminant,Point,Height
2325a1,140,(-5/2 : 1/8*(675*s + 10) : 1),0.553395272798113576525469368


2325b1,-660,(-25/2 : 1/8*(-5*s + 50) : 1),0.974451944811748443441555942


2325b2,5,(-5*s + 10 : 1/2*(35*s - 35) : 1),0.719296965650489386700000104


2325b3,220,(-35/2 : 1/8*(225*s + 70) : 1),1.03580249885888718089786595


2325b4,-51,(-9 : 1/2*(-31*s + 9) : 1),0.907643443519246378762892490


2325c1,5,(1/2*(-5*s + 9) : -13 : 1),0.298489409082265266345540740


2325d1,1,(10 : -18 : 1),0.307769445548395729554050972


2325e1,NA,NA,E1


2325f1,-295,(-3 : 1/2*(15*s - 1) : 1),1.03424015654346609046464865


2325g1,5,(1/2*(-s + 1) : 1/2*(s - 1) : 1),0.298489409082265266345540740


2325h1,5,(1/2*(-3*s - 1) : 1/2*(3*s + 7) : 1),0.174473974891704651043487913


2325i1,-3,(1/2*(25*s - 1) : 1/2*(75*s - 187) :  1),0.158402800246087947670883123




2325i2,1,(17 : 179 : 1),0.316805600492175895341766246


2325j1,-3,(-4 : 1/2*(-3*s - 1) : 1),0.171702369219652730624375554


2325k1,505,(23 : 1/2*(93*s - 1) : 1),1.07156773765954940313967354


2325l1,1,(13 : -128 : 1),0.227361037223211251646739503


