CremonaReference,Discriminant,Point,Height
2873a1,-52,(7/2 : 1/8*(13*s - 14) : 1),0.509074358672684585530526187


2873a2,-195,(-29 : 1/2*(13*s + 29) : 1),0.690752497024070693007423514


2873a3,-43,(-29 : 1/2*(-169*s + 29) : 1),1.55635188771837202948693705


2873a4,-715,(-3 : 1/2*(13*s + 3) : 1),1.33916239126423197515861387


2873b1,136,(10 : -338*s - 5 : 1),2.41096419157311889400136327


2873b2,NA,NA,E1


2873c1,65,(-8 : 1/2*(-169*s + 7) : 1),0.622066811395995929253285842


2873c2,780,(23/2 : 1/8*(-169*s - 50) : 1),0.889845667622946292081474452


