CremonaReference,Discriminant,Point,Height
1848a1,-4,(-1 : -33/2*s : 1),0.173778928169100068825386344


1848b1,NA,NA,E1


1848b2,-68,(38 : 1694*s : 1),0.781947518429248925257780226


1848b3,-755,(1/2*(5*s - 99) : 1/2*(-769*s + 4145) :  1),2.79777632618263256572016824




1848b4,-420,(30 : 726*s : 1),0.766069995184562564057403240


1848c1,1,(2 : 1 : 1),0.252492919316366359214275478


1848d1,12,(13 : -49/2*s : 1),0.354760085227632253252563031


1848e1,-56,(15/2 : -363/8*s : 1),0.426615814311231238040299622


1848e2,-104,(-20 : -198*s : 1),0.670972965483328302246641816


1848f1,1,(44 : -297 : 1),0.0927118501483859034291592437


1848g1,1,(28 : -147 : 1),0.0647806480978051121466423834


1848h1,-8,(3*s + 2 : -9*s + 12 : 1),0.267785204765181232635275172


1848h2,-4,(10 : 42*s : 1),0.268507312069802518726712054


1848i1,-3,(0 : -s : 1),0.212158425600152233165849975


1848j1,33,(4*s + 3 : -23*s + 132 : 1),0.590063639356654681019569045


1848j2,37,(1/2*(3*s + 53) : 1/2*(-3*s - 159) :  1),0.700993888109768562646962662




1848j3,-24,(5*s + 16 : 73*s - 120 : 1),0.590063639356654681019569045


1848j4,40,(3*s - 16 : 3*s + 276 : 1),0.772811061907964712010485224


1848j5,-120,(-24 : -154*s : 1),0.979733625336117578626224293


1848j6,-4,(4 : -198*s : 1),0.967791666326511517103002886


1848k1,-8,(1 : -33/2*s : 1),0.406630481727061867195476508


1848k2,232,(-3*s + 20 : 9*s - 156 : 1),0.685919910049772947108505872


1848k3,-228,(20 : 126*s : 1),1.32514254091364724616650037


1848k4,232,(-3*s - 30 : -6*s - 186 : 1),1.12228617136452599729856936


1848l1,1,(-6 : 21 : 1),0.0484266998194887048845799336


