CremonaReference,Discriminant,Point,Height
930a1,5,(-6 : -3*s + 3 : 1),0.254549582511335356870888856


930a2,41,(1/2*(9*s + 43) : 18*s + 194 : 1),0.367353691374231645465378955


930a3,5,(-14 : 243*s + 7 : 1),0.254549582511335356870888856


930a4,21,(6 : 31*s - 3 : 1),0.705866580731958938976140851


930b1,-3,(-6 : -10*s + 3 : 1),0.100414740925196456421911328


930c1,-3,(-8 : 18*s + 4 : 1),0.169625409004558914561697000


930d1,21,(12 : 100*s - 6 : 1),0.267607706685336632336116133


930d2,1,(68 : -634 : 1),0.234477989551405009906237734


930e1,1,(3 : -9 : 1),0.284676325224264117709038565


930e2,5,(3*s + 8 : -12*s - 34 : 1),0.142338162612132058854519283


930f1,733,(-29 : -4320*s + 14 : 1),1.52161861037426316899121599


930g1,12,(1 : -10*s - 1 : 1),0.404437970315346250346152839


930g2,33,(1/2*(-5*s + 1) : -5*s - 12 : 1),0.260204274329863766089374159


930g3,188,(-3*s + 21 : 1/2*(27*s - 400) : 1),1.05450027555039388265164110


930g4,33,(-4 : 1/2*(25*s + 3) : 1),0.520408548659727532178748317


930h1,-15,(1/2*(-3*s - 37) : 1/2*(-63*s + 85) :  1),0.184537957102253572456595089




930h2,1,(-25 : -138 : 1),0.0922689785511267862282975452


930i1,-4,(1/2*(3*s - 4) : 1/2*(-3*s - 8) : 1),0.280635192381560816425935148


930i2,-15,(-2 : 1/2*(31*s + 1) : 1),0.261547101850755393421239932


930j1,173,(-7 : 64*s + 3 : 1),1.11790190407162596394301950


930j2,492,(-7 : 288*s + 3 : 1),2.46395562086854959546663594


930k1,-3,(-s - 4 : s + 7 : 1),0.174569597818847069682707286


930k2,-11,(-14 : 1/2*(5*s + 13) : 1),0.595174645682034425863283286


930l1,573,(24 : 1/2*(-75*s - 25) : 1),1.19796157361224095407465495


930m1,-4,(3*s + 1 : 3*s + 2 : 1),0.214478440163946740543093917


930m2,8,(1/2*(-9*s + 6) : 1/2*(9*s - 76) : 1),0.151807554612115456524943062


930n1,-23,(-3*s - 3 : -33*s + 54 : 1),0.262399677499752228795201290


930n2,-23,(-8 : -81*s + 4 : 1),0.524799354999504457590402579


930n3,-68,(-18 : 186*s + 9 : 1),0.814113703783570282118666357


930n4,-248,(-41/4 : 1/8*(-6975*s + 41) : 1),1.53593128115064465550789768


930o1,-39,(-s + 3 : -5*s + 3 : 1),0.515453764543130929348059295


930o2,-11,(-5*s + 5 : 55*s + 65 : 1),0.475123805224115099882773530


930o3,-483,(-57 : 1/2*(-31*s + 57) : 1),1.26650580855309111621699611


930o4,76,(3*s + 26 : -9*s + 182 : 1),0.668164201037055548459797151


930o5,-239,(-48 : -462*s + 24 : 1),5.42059032533629033360061666


930o6,-435,(-65 : 1/2*(-31*s + 65) : 1),0.827930476305090730338279554


