CremonaReference,Discriminant,Point,Height,Provable
1278a1,-3,(-14 : 54*s + 7 : 1),0.537973734226898152063069366,0

1278b1,-3,(s + 1 : s + 1 : 1),0.211098031792983045248087218,0

1278c1,-39,(-3 : 1/2*(-9*s + 3) : 1),0.735838502684447227126426980,0

1278c2,156,(33/2 : 1/8*(213*s - 66) : 1),0.560295693988554284914320014,0

1278d1,-3,(-2 : 6*s + 1 : 1),0.0337891426380666310431270850,0

1278e1,-24,(0 : -3*s : 1),0.399529513149319627415772845,0

1278e2,12,(1/2*(-3*s + 12) : 1/2*(-15*s - 78) :  1),0.261994919893799581425759848,0


1278f1,1,(17 : 39 : 1),0.0597748593585442391181188183,0

1278g1,-3,(-3*s - 2 : -3*s + 14 : 1),0.211098031792983045248087218,0

1278h1,1,(7 : 14 : 1),0.266412564020792752922474654,0

1278h2,24,(1/2*(3*s + 14) : 3*s - 40 : 1),0.133206282010396376461237327,0

1278i1,-751,(-27 : 32*s + 13 : 1),1.48885290831962264581789597,0

1278j1,-3,(2 : 1/2*(-3*s - 3) : 1),0.180913710984373162944859214,0

1278k1,-15,(-13 : 36*s + 6 : 1),0.140273055635055333799251510,0

1278k2,-455,(-49 : 54*s + 24 : 1),1.86463955062552280420835281,0

1278l1,-39,(3 : 972*s - 2 : 1),0.226060349706469323386445278,0

1278l2,-419,(-8 : 1/2*(1157*s + 7) : 1),6.71535015009664899024521850,0

