CremonaReference,Discriminant,Point,Height
2310a1,-15,(1/2*(-5*s - 43) : -75*s - 83 : 1),0.865581125082391060552085581


2310a2,-299,(4*s - 20 : 30*s - 972 : 1),0.768084898748644209408401163


2310a3,437,(74 : 165*s - 37 : 1),1.02751475947109314040062613


2310a4,93,(6 : -125*s - 3 : 1),0.991772573454514143498416545


2310b1,-91,(-44 : -528*s + 22 : 1),0.871696945548966252894803134


2310b2,-7,(15 : 1/2*(-2079*s - 15) : 1),0.933736480214087916245169062


2310b3,NA,NA,E1


2310b4,-435,(-68 : -484*s + 34 : 1),2.21844721356243702850975948


2310c1,-231,(1/2*(-s - 41) : 1/2*(3*s - 95) : 1),0.274169441862443149972507622


2310c2,-7,(1/2*(-15*s + 17) : -60*s - 83 : 1),0.137084720931221574986253810


2310c3,1,(51 : 132 : 1),0.274169441862443149972507621


2310c4,-3,(-16 : 175*s + 8 : 1),0.506442628703488205311080336


2310d1,-7,(1/2*(-3*s - 11) : -13 : 1),0.338363607064285046814035839


2310d2,-7,(1/2*(-3*s + 11) : -9*s - 8 : 1),0.169181803532142523407017919


2310d3,1,(25 : -23 : 1),0.338363607064285046814035839


2310d4,-20,(1/2*(-11*s - 16) : 1/2*(11*s - 212) :  1),0.338363607064285046814035840




2310e1,-3,(3 : -20*s - 2 : 1),0.200374393124552532789154561


2310e2,-3,(1 : -35*s - 1 : 1),0.100187196562276266394577280


2310f1,-11,(6*s - 9 : -6*s - 95 : 1),0.132675385730515356992600183


2310f2,-11,(-3*s + 22 : 36*s + 5 : 1),0.0663376928652576784963000910


2310f3,1,(-46 : -18 : 1),0.530701542922061427970400732


2310f4,1,(-41 : 1637 : 1),0.132675385730515356992600183


2310g1,NA,NA,E1


2310g2,253,(17 : 462*s - 9 : 1),1.37855753488743349845962942


2310g3,437,(67 : -264*s - 34 : 1),1.66428026599617361631274197


2310g4,-59,(6*s + 57 : -801*s + 1588 : 1),1.39178287672620693393621417


2310g5,156,(49 : -847*s - 25 : 1),1.94612736304719682086014333


2310g6,-67,(51 : -3520*s - 26 : 1),0.854809443982253891684688512


2310g7,NA,NA,E1


2310g8,-228,(-7/3 : 1/9*(-33320*s + 6) : 1),4.27263985852463151777745051


2310h1,21,(s : -3*s + 10 : 1),0.187588288714668620952583685


2310h2,-7,(1/2*(-5*s - 3) : -5*s - 26 : 1),0.329282766318558739359211278


2310h3,-56,(1/2*(3*s - 38) : 93 : 1),0.187588288714668620952583685


2310h4,-24,(1/2*(-7*s - 22) : -7*s + 89 : 1),0.187588288714668620952583685


2310i1,5,(13 : -11*s - 7 : 1),0.250855183986909223750025130


2310i2,5,(-11 : -77*s + 5 : 1),0.501710367973818447500050259


2310i3,-3,(-19 : 240*s + 9 : 1),0.709890008059474430742798836


2310i4,-187,(-47 : 70*s + 23 : 1),1.01855933504623150561026213


2310j1,33,(1/2*(-7*s + 45) : 1/2*(63*s - 139) :  1),0.166721427535720444901835187




2310j2,1,(67 : -142 : 1),0.333442855071440889803670373


2310j3,28,(23 : -99*s - 12 : 1),0.594814480427667300555591244


2310j4,NA,NA,E1


2310k1,165,(-s + 20 : -9*s + 72 : 1),0.120328995339615114929973863


2310k2,1,(39 : -185 : 1),0.240657990679230229859947725


2310k3,1,(-56 : 5 : 1),0.481315981358460459719895451


2310k4,21,(5*s + 15 : 75*s - 218 : 1),0.120328995339615114929973863


2310l1,28,(7/2 : 1/8*(81*s - 18) : 1),0.803702837818503980984668313


2310l2,889,(-3*s - 19 : 1/2*(39*s + 1131) : 1),0.796203401703752788161955190


2310l3,-19,(17 : -504*s - 9 : 1),0.994938301452966274092757278


2310l4,860,(35/2 : 1/8*(1815*s - 74) : 1),2.89122895650692051998272422


2310l5,156,(-11 : 1/2*(175*s + 10) : 1),0.770684772927950344683046410


2310l6,-31,(42 : 1/2*(847*s - 43) : 1),0.740930579775121039193629668


2310l7,NA,NA,E1


2310l8,-136,(9 : 385*s - 5 : 1),1.00789508772062458646577757


2310m1,5,(-14 : 1/2*(21*s + 13) : 1),0.191845095124584788558863991


2310m2,5,(-11 : -105*s + 5 : 1),0.383690190249169577117727982


2310m3,61,(36 : 1/2*(-275*s - 37) : 1),1.24985180245987681146443166


2310m4,5,(22 : 1/2*(441*s - 23) : 1),0.767380380498339154235455963


2310n1,-15,(3*s + 2 : -7*s + 21 : 1),0.382492246606968970444619356


2310n2,5,(-7*s + 8 : -28*s - 92 : 1),0.471394623127690043912499842


2310n3,-40,(1/2*(-9*s + 6) : 1/2*(105*s + 356) :  1),0.382492246606968970444619356




2310n4,21,(-13 : -250*s + 6 : 1),0.563416995549240100338962559


2310n5,-155,(-42 : 1/2*(-231*s + 41) : 1),0.897160631911580373107320448


2310n6,-67,(-4 : 1/2*(147*s + 3) : 1),0.901598530858931506334601596


2310o1,641,(-2*s - 37 : 34*s + 9905 : 1),2.43411363190348711071905368


2310o2,897,(81 : 2268*s - 41 : 1),2.60764717213903543589634802


2310o3,113,(17 : 6300*s - 9 : 1),2.91492877607614559162647243


2310o4,NA,NA,E1


2310o5,NA,NA,E1


2310o6,NA,NA,E1


2310p1,-11,(13 : -135*s - 7 : 1),0.333220766261694710311733225


2310p2,-11,(12 : 1/2*(-275*s - 13) : 1),0.666441532523389420623466452


2310q1,-15,(-6*s - 4 : 36*s + 137 : 1),0.0677774478213863508734859205


2310q2,1,(18 : 261 : 1),0.135554895642772701746971841


2310q3,161,(36 : 225*s - 18 : 1),1.54197239786273709290332707


2310q4,1,(34 : -899 : 1),0.271109791285545403493943682


2310r1,-87,(-2/3 : 1/9*(-1760*s + 3) : 1),0.506035684161703923733290556


2310r2,-68,(-22 : -1680*s + 11 : 1),1.45678705406033373962085205


2310r3,NA,NA,E1


2310r4,-68,(-33/2 : 1/8*(-13275*s + 66) : 1),2.91357410812066747924170410


2310s1,5,(-2 : -s + 1 : 1),0.452201122713301509598954186


2310s2,44,(s + 8 : 1/2*(7*s + 58) : 1),0.340637201254752370276681751


2310t1,-3,(-7 : 1/2*(105*s + 7) : 1),0.425065590687334940635477928


2310t2,-24,(-2*s + 6 : 42*s + 153 : 1),0.625140142332328146976724106


2310t3,-228,(-34 : 50*s + 17 : 1),1.18811290649385720680997903


2310t4,-164,(-46 : -147*s + 23 : 1),1.47483628613965336642383884


2310t5,184,(-26 : -231*s + 13 : 1),0.932554328727238323766732483


2310t6,-411,(-60 : 363*s + 30 : 1),1.86777100927457073435394206


2310t7,NA,NA,E1


2310t8,-408,(9/4 : 1/16*(6655*s - 18) : 1),1.29651315917031071830780012


2310u1,-20,(-2*s - 14 : -2*s + 67 : 1),0.406882234485923336252373457


2310u2,-3,(3 : 1/2*(105*s - 3) : 1),0.328731730911549054321952480


2310u3,-760,(-50 : 22*s + 25 : 1),2.16872758470039319823598861


2310u4,-408,(-54 : 1/2*(55*s + 54) : 1),0.709217824106762004253424463


2310v1,-7,(-2 : 9*s + 1 : 1),0.353777526530807989888221284


2310v2,-215,(-s - 31 : -s - 127 : 1),0.583106859342092191869450327


2310v3,NA,NA,E1


2310v4,-3,(-5 : 1/2*(275*s + 5) : 1),0.344804162682551217977650004


