CremonaReference,Discriminant,Point,Height,Provable
1617a1,-3,(-1 : 1/2*(-7*s + 1) : 1),0.210027541307412635522392284,0

1617b1,-7,(6 : 1/2*(63*s - 7) : 1),0.136514308564530354685567682,0

1617c1,1,(33 : -270 : 1),0.283871610558003577819366231,0

1617d1,-19,(1/2*(9*s + 27) : 1/2*(-45*s - 207) :  1),0.397473999301351145773781220,0


1617d2,5,(-19 : 1/2*(-297*s + 19) : 1),0.417264881832642204596282775,0

1617e1,21,(4 : 1/2*(49*s - 5) : 1),0.210027541307412635522392284,0

1617f1,-203,(-24 : 1/2*(231*s + 23) : 1),0.720562656354756138731169918,0

1617f2,-371,(4 : 1/2*(441*s - 5) : 1),1.25077732955478571228175895,0

1617g1,-420,(-13/2 : 1/8*(49*s + 26) : 1),0.822817110505993481607431144,0

1617g2,168,(1/2*(-7*s + 22) : 14*s - 79 : 1),0.311017694033683422211283626,0

1617g3,273,(1/2*(7*s + 57) : 1/2*(-49*s + 1221) :  1),0.958749351703372446291645944,0


1617g4,168,(32 : 1/2*(-49*s - 32) : 1),0.622035388067366844422567252,0

1617g5,1,(-59 : 7306 : 1),0.792272677377801357873942360,0

1617g6,140,(-24 : 1/2*(231*s + 24) : 1),0.693026698359250078855068735,0

1617h1,1,(-1 : -4 : 1),0.136514308564530354685567682,0

1617i1,-7,(1/2*(-9*s - 3) : -9*s - 32 : 1),0.104672625781800627501130303,0

1617j1,28,(-3 : 1/2*(21*s + 2) : 1),0.241597126872717984966324750,0

1617j2,-35,(4 : 1/2*(21*s - 5) : 1),0.427217455667670201827107228,0

1617j3,-728,(-47/4 : 1/16*(-231*s + 86) : 1),1.02706095493752870054768545,0

1617j4,-35,(-10 : 1/2*(63*s + 9) : 1),0.213608727833835100913553613,0

