CremonaReference,Discriminant,Point,Height
848a1,-4,(-10 : 8*s : 1),0.0689126804035580700364358032


848b1,28,(8 : 64*s : 1),0.171218524777028220233575174


848b2,8,(8 : -3392*s : 1),0.670970881751176374175011914


848c1,8,(8 : -8*s : 1),0.450269018718676836281748584


848c2,8,(8 : -12*s : 1),1.35080705615603050884524575


848d1,28,(s + 4 : 2*s + 18 : 1),0.187447584384398274714315716


848d2,28,(1 : -1/2*s : 1),0.374895168768796549428631433


848e1,-4,(1 : 2*s : 1),0.0929814846386543033480419052


848f1,-4,(-2 : -s : 1),0.109502079082138076721454247


848g1,12,(14 : 4*s : 1),0.113433202153911430716792618


