CremonaReference,Discriminant,Point,Height,Provable
2502a1,-3,(4 : 12*s - 2 : 1),0.397660565611443763320681884,0

2502a2,37,(4*s + 12 : 30*s - 236 : 1),0.715986121480727402460297654,0

2502b1,-7,(-1 : 1/2*(-9*s + 1) : 1),0.584293938805139700029770271,0

2502b2,-23,(3*s + 14 : 1/2*(-39*s - 77) : 1),0.669404960866059219988484713,0

2502c1,-3,(-6 : 45*s + 3 : 1),0.800062856842472605032074879,0

2502c2,233,(-13/4 : 1/8*(556*s + 13) : 1),2.53036034443799806660766962,0

2502d1,1,(2 : 8 : 1),0.155069551051939492531855354,0

2502e1,-3,(-6 : -12*s + 3 : 1),0.0655073891189971952702325217,0

2502f1,-3,(-10 : 288*s + 5 : 1),0.818458875548700067640364218,0

2502g1,1,(-1 : 4 : 1),0.397660565611443763320681884,0

2502g2,-8,(-s - 9 : -8*s - 12 : 1),0.198830282805721881660340942,0

2502h1,33,(27 : 324*s - 14 : 1),0.954005160434216950674369796,0

2502h2,-651,(-93 : 576*s + 46 : 1),2.11042813526650831240469423,0

2502h3,NA,NA,E1,NA

2502h4,NA,NA,E1,NA

2502i1,1,(15 : 1 : 1),0.218414094424482658173601462,0

2502j1,-3,(3 : -9*s - 2 : 1),0.0810881813556207184360054395,0

2502k1,-191,(-41 : -s + 20 : 1),1.25681801599673610468504231,0

2502k2,-111,(2*s - 35 : -16*s + 120 : 1),1.06739105513136584742378875,0

2502k3,177,(-27 : -96*s + 13 : 1),0.889490465188957641976965498,0

