CremonaReference,Discriminant,Point,Height
675a1,12,(1/2*(-5*s + 20) : 1/2*(25*s - 76) : 1),0.361240098732503002579671614


675a2,-40,(-15/2 : 1/8*(-45*s - 4) : 1),0.449858945226706015159253729


675a3,1,(10 : -38 : 1),0.135197028991435230961586621


675a4,-615,(15 : 1/2*(45*s - 1) : 1),0.924727711984920103090231165


675b1,1,(0 : -2 : 1),0.131955364457109871938424344


675c1,21,(1/2*(-s + 1) : 1/2*(-s + 5) : 1),0.401815301940283502024893416


675c2,-7,(3 : 1/2*(-9*s - 1) : 1),0.739888160443800340984476472


675d1,-15,(4 : 1/2*(45*s - 5) : 1),0.131955364457109871938424344


675e1,105,(-5 : 1/2*(-5*s - 1) : 1),0.739888160443800340984476472


675e2,-35,(15 : 1/2*(-45*s - 1) : 1),0.739888160443800340984476472


675f1,-3,(1 : 1/2*(9*s - 1) : 1),0.131955364457109871938424344


675g1,5,(5 : 1/2*(15*s - 1) : 1),0.118182740989397394948684628


675h1,-15,(-15 : 1/2*(45*s - 1) : 1),0.118182740989397394948684628


675i1,5,(-1 : 1/2*(15*s + 1) : 1),0.131955364457109871938424344


