CremonaReference,Discriminant,Point,Height
846a1,-3,(-10 : 12*s + 5 : 1),0.129210781810539781060356159


846a2,-3,(8 : -141*s - 4 : 1),0.258421563621079562120712316


846b1,1,(1 : -5 : 1),0.354876559422252533356414409


846b2,12,(1/2*(-3*s + 8) : -20 : 1),0.177438279711126266678207204


846c1,21,(8 : -18*s - 4 : 1),0.294557687529771384070331043


846c2,-15,(1/2*(9*s - 23) : 18*s - 244 : 1),0.204224738603640598802962515


846c3,-195,(14 : 81*s - 7 : 1),0.696017698366347166877034124


846c4,408,(-3*s + 56 : -30*s - 910 : 1),0.998650834117798677568029341


