CremonaReference,Discriminant,Point,Height,Provable
1184a1,-3,(-5 : -2*s : 1),0.622527694276460926246537111,0

1184a2,-3,(4*s - 2 : -8*s + 20 : 1),0.311263847138230463123268556,0

1184b1,8,(-s + 1 : 4 : 1),0.297873385230360766373387902,0

1184c1,8,(-s + 3 : -2*s + 4 : 1),0.335433060082979218789428616,0

1184d1,1,(8 : 4 : 1),0.211417693148485934681736733,0

1184e1,12,(3 : -s : 1),0.622527694276460926246537111,0

1184e2,12,(2*s + 6 : -4*s - 28 : 1),0.311263847138230463123268556,0

1184f1,8,(2 : 37*s : 1),0.156820051552193964479143100,0

1184g1,-4,(-8 : 2*s : 1),0.211417693148485934681736733,0

1184h1,-8,(-2 : 37*s : 1),0.156820051552193964479143100,0

