CremonaReference,Discriminant,Point,Height
978a1,5,(-4 : 768*s + 2 : 1),0.849188544871496471828369693


978b1,-15,(0 : -s : 1),0.543982136067805876794198366


978b2,-23,(s : 1/2*(-5*s + 11) : 1),0.440090121923752782247617290


978c1,NA,NA,E1


978d1,5,(10 : -27*s - 5 : 1),0.199802346719622710689049958


978e1,1,(0 : -2 : 1),0.229405419036077931817837352


978f1,1,(-1 : 24 : 1),0.0503348387242798725843173741


978g1,1,(-6 : 30 : 1),0.0360761950958386984043064832


978h1,652,(18 : 3*s - 9 : 1),0.432707440700266962403060677


978h2,-948,(0 : -1/2*s : 1),1.84357159923257668797185386


