CremonaReference,Discriminant,Point,Height,Provable
2196a1,-39,(-3*s - 9 : -9*s - 108 : 1),0.282763692602929751735214229,0

2196a2,-183,(27 : 54*s : 1),0.956699025403713641692844448,0

2196b1,13,(s + 5 : -s - 14 : 1),0.282763692602929751735214229,0

2196b2,21,(-2*s + 9 : 12*s + 54 : 1),0.521945598729947619645089053,0

2196c1,-3,(-4 : -9*s : 1),0.188392105716128577935700941,0

2196c2,-3,(-6*s + 5 : 36*s + 126 : 1),0.0941960528580642889678504705,0

2196d1,-15,(4 : -9*s : 1),0.344205411218709845934354672,0

2196d2,-15,(-5 : 18*s : 1),0.688410822437419691868709344,0

2196e1,-24,(-11 : 9*s : 1),0.269743130287709381460696036,0

2196f1,-3,(3 : 6*s : 1),0.145671950671431462928913245,0

