CremonaReference,Discriminant,Point,Height
1242a1,-3,(4 : 36*s - 2 : 1),0.0497362985168850098397022503


1242b1,-3,(4 : 24*s - 2 : 1),0.453267715256338656028444900


1242c1,37,(26 : 1524*s - 13 : 1),3.86485711737380687105279284


1242d1,-4,(-2 : 1/2*(9*s + 2) : 1),0.230111005014621126142491528


1242e1,12,(1/2*s : 1/2*(-3*s + 12) : 1),0.392579786308813428442013794


1242e2,-23,(-16 : -4*s + 8 : 1),0.420314146943079738725709071


1242f1,1,(-2 : 19 : 1),0.145816468423785733760750600


1242g1,-15,(10 : 69*s - 5 : 1),0.150568766216886521823022862


1242h1,1,(6 : 13 : 1),0.393116180634027414439068775


1242i1,5,(-3 : -23*s + 1 : 1),0.150568766216886521823022862


1242j1,-87,(-5 : -18*s + 2 : 1),0.659998278217393366633145202


1242k1,NA,NA,E1


1242l1,12,(1 : 1/2*(-s - 2) : 1),0.230111005014621126142491528


1242m1,69,(-s - 2 : 2*s + 12 : 1),0.420314146943079738725709071


1242m2,-4,(3 : -23*s - 2 : 1),0.547856269664485890600391356


1242n1,1,(-1 : 12 : 1),0.0497362985168850098397022503


1242o1,1,(11 : 40 : 1),0.113316928814084664007111225


1242p1,-3,(1 : -2*s - 1 : 1),0.145816468423785733760750600


