CremonaReference,Discriminant,Point,Height,Provable
1456a1,1,(2 : 4 : 1),0.267954550781129448526404079,0

1456b1,-4,(-5 : -7*s : 1),0.127113925959719721679385612,0

1456c1,28,(11 : 13*s : 1),0.0801136773886571938217070597,0

1456d1,12,(14 : 13*s : 1),0.123835022481389601050119159,0

1456e1,-4,(8 : -49*s : 1),0.0527463292275474657587300786,0

1456f1,-20,(-7 : -52*s : 1),0.0731172542619576753036868552,0

1456g1,28,(0 : -4*s : 1),0.0965485554772601346504422820,0

1456g2,1,(8 : 208 : 1),0.162017554190399253382003330,0

1456g3,712,(27/2 : 2011/8*s : 1),6.46899528711417184329619762,0

1456h1,-84,(-1 : 2*s : 1),0.229459942234030796701707922,0

1456h2,-4,(7 : 14*s : 1),0.353081695469716848497717897,0

1456h3,236,(23 : 14*s : 1),1.02260514929773127788601222,0

1456i1,92,(45 : -56*s : 1),1.00251262769336784469689258,0

1456i2,-20,(33 : 546*s : 1),0.749594652095404645620829324,0

1456i3,-35,(-3 : 3168*s : 1),4.43084716258781922173667414,0

1456i4,92,(13 : 1176*s : 1),1.02207042448430136586316828,0

1456j1,-4,(0 : 2*s : 1),0.142392150668768659184791095,0

1456k1,1,(13 : 56 : 1),0.0802763745393515643876759875,0

1456l1,-52,(4 : -392*s : 1),0.168931241430573337235533308,0

1456m1,-4,(-1 : -s : 1),0.136201906792786362450051561,0

