CremonaReference,Discriminant,Point,Height,Provable
2403a1,1,(3 : -1 : 1),0.491240451381189325994912054,0

2403b1,-4,(-5 : 1/2*(-9*s + 4) : 1),0.481951985243933489784782779,0

2403c1,-31,(-14 : 1/2*(-207*s + 13) : 1),2.68641475982345950561548608,0

2403d1,21,(-3*s : 1/2*(-21*s - 109) : 1),0.591652866994146064687365562,0

2403e1,-15,(-3 : 1/2*(9*s - 1) : 1),0.478894909757505179202687928,0

2403f1,-3,(-8 : -3*s + 4 : 1),0.491240451381189325994912054,0

2403g1,93,(20 : -s - 10 : 1),0.951051065144010727613592200,0

2403h1,-7,(-3 : 1/2*(-9*s - 1) : 1),0.554398767026317400679989057,0

2403i1,-15,(-5 : 1/2*(s - 1) : 1),0.814395667960127237161799385,0

2403j1,5,(1 : 1/2*(3*s - 1) : 1),0.478894909757505179202687928,1

2403k1,21,(1 : 1/2*(-s - 1) : 1),0.554398767026317400679989057,1

2403l1,12,(2 : 1/2*(-s - 2) : 1),0.481951985243933489784782779,1

