CremonaReference,Discriminant,Point,Height
2093a1,-7,(9 : 1/2*(-161*s - 1) : 1),0.896119446594067854305352978


2093b1,89,(6 : 1/2*(-49*s - 1) : 1),0.850516650935519435552878396


2093c1,13,(6 : 1/2*(7*s - 1) : 1),0.250469490463539197526803831


2093d1,-7,(-s + 5 : -3*s + 11 : 1),0.884136483383123010761113108


2093d2,-7,(0 : 1/2*(13*s - 1) : 1),0.442068241691561505380556554


2093e1,1,(3 : -4 : 1),0.131862755701397529025417915


2093f1,-52,(1/2*(7*s - 88) : -63*s - 592 : 1),2.16697690639569842154870181


2093f2,-472,(-75/2 : 1/8*(2093*s - 4) : 1),1.31364113467645158696048403


2093f3,NA,NA,E1


2093g1,1,(42 : -1320 : 1),1.50431638455771014903044593


2093g2,-367,(-3*s + 62 : 1/2*(-79*s - 2497) : 1),3.15421003855008724075046477


2093h1,-23,(3 : 1/2*(s - 1) : 1),0.574185500952608752433394990


2093h2,1,(-14 : -4 : 1),0.609544000101552864361397751


2093i1,-23,(0 : 1/2*(s - 1) : 1),0.268097208516245468945286630


2093j1,-115,(3 : 1/2*(7*s - 1) : 1),0.317217677830907176260973358


