CremonaReference,Discriminant,Point,Height
1935a1,-127,(-52 : 1/2*(375*s + 51) : 1),0.828305527482105602457263774


1935a2,-952,(73 : 1/2*(-1625*s - 74) : 1),3.96518209204886679309489706


1935b1,1,(0 : -2 : 1),0.517859824271004192362279803


1935b2,-3,(-s - 3 : 5*s + 7 : 1),0.258929912135502096181139902


1935c1,556,(-49/18 : 1/216*(-138625*s + 294) : 1),5.61510591465659980292743616


1935c2,NA,NA,E1


1935d1,21,(1/2*(-3*s + 11) : 3*s - 23 : 1),0.424039578593615054009585601


1935d2,-3,(-3*s + 10 : 1/2*(-33*s - 91) : 1),0.258929912135502096181139902


1935e1,-903,(-19 : 1/2*(-135*s - 1) : 1),0.252425241213229416183669624


1935f1,-15,(-4 : 1/2*(9*s + 3) : 1),0.454194674987275530114210843


1935f2,-15,(8 : 1/2*(-27*s - 9) : 1),0.227097337493637765057105421


1935g1,829,(-56 : 1/2*(-405*s - 1) : 1),3.90965008486608574363470670


1935h1,-3,(-4 : 1/2*(45*s - 1) : 1),0.0539785841913059435222957707


1935i1,-519,(-11 : 1/2*(405*s - 1) : 1),1.38104860342015885537363718


1935j1,1,(-3 : -23 : 1),0.159403169950391118601186214


1935k1,-20,(1/2*(-3*s - 2) : 1/2*(-3*s - 18) :  1),0.742089810046331906310362598




1935k2,-8,(-5*s - 8 : 15*s + 81 : 1),0.605391425938317171628306226


1935k3,-84,(-19 : 30*s + 9 : 1),1.39155592014591866503874200


1935k4,-7,(16 : 1/2*(43*s - 17) : 1),0.557685132456553623591624633


