CremonaReference,Discriminant,Point,Height
1752a1,-4,(6 : 6*s : 1),0.444313308246003010030968155


1752a2,12,(2*s + 2 : -8*s + 44 : 1),0.462090701510182492440468052


1752b1,24,(-s + 2 : -s + 6 : 1),0.477267779716881769952921547


1752b2,-4,(-4*s + 4 : -16*s - 12 : 1),0.504729651136309736861765086


1752c1,12,(-s - 2 : -s - 6 : 1),0.317421635028071742585822331


1752c2,92,(-2*s + 12 : 8*s - 84 : 1),0.591843979200132008794816119


1752d1,-487,(-36 : 162*s : 1),1.61344853179250408997201029


1752d2,-88,(-9/2 : 4599/8*s : 1),1.73199915269725454192040041


1752e1,1,(4 : 2 : 1),0.557428001074065048170003073


1752e2,-24,(-s - 10 : 7*s - 24 : 1),0.278714000537032524085001537


1752f1,-3,(1 : -2*s : 1),0.156067684477935059922164090


1752g1,217,(s + 11 : -7*s + 101 : 1),1.03533686180447459840078181


1752g2,152,(3*s - 6 : -9*s + 84 : 1),0.621968013843223035140019807


1752g3,-4,(6*s - 18 : 84*s - 156 : 1),0.596868067630887647017287880


1752g4,140,(-16 : -27*s : 1),0.989727659262337151516881174


1752h1,12,(1/2*(3*s + 24) : 15*s + 27 : 1),0.140202258238207878156707731


1752h2,1,(22 : 54 : 1),0.280404516476415756313415461


1752i1,-4,(1/2*(-3*s + 4) : 4*s + 3 : 1),0.263802251528292019664630018


1752i2,1,(14 : 18 : 1),0.527604503056584039329260035


1752j1,1,(25 : -162 : 1),0.151926835412368926321609832


1752k1,-8,(-15 : -27/2*s : 1),0.850920844662129751327296376


1752k2,328,(3*s + 30 : -18*s - 330 : 1),0.825492686041858455976774889


1752k3,-328,(-48 : 42*s : 1),2.46426061012114629604206511


1752k4,-340,(-2*s - 16 : 8*s + 252 : 1),0.836997517023487716849051153


1752l1,8,(-3*s : 9*s + 24 : 1),0.382458242533503331835298709


1752l2,8,(-3*s + 10 : -6*s + 54 : 1),0.446273104708883497582168583


