CremonaReference,Discriminant,Point,Height
2262a1,29,(2*s + 8 : 8*s + 25 : 1),0.137122264509014352542909056


2262a2,1,(26 : -71 : 1),0.274244529018028705085818112


2262b1,-3,(2 : 52*s - 1 : 1),0.386274784931323414037111611


2262c1,-376,(1/2*(3*s + 118) : 1/2*(99*s + 406) :  1),0.981262126873047287193254403




2262d1,12,(1 : 1/2*(-s - 2) : 1),0.391754608930900529798387111


2262e1,-923,(93 : 792*s - 47 : 1),2.83558668014906607034741978


2262e2,NA,NA,E1


2262f1,-3,(s : 2*s + 4 : 1),0.198287774391051023073115860


2262g1,-3,(-6*s - 1 : -21 : 1),0.283731550254948532478222811


2262g2,-91,(15 : 16*s - 8 : 1),0.816353400706546304201609794


2262h1,-11,(13 : 48*s - 7 : 1),0.362346930935170170779655736


2262h2,-11,(-25 : 261*s + 12 : 1),0.724693861870340341559311472


2262h3,-523,(9 : 406*s - 5 : 1),2.62425202403774582312460377


2262h4,-35,(-39 : 234*s + 19 : 1),0.551863242349562176232491417


2262i1,1,(35 : 1646 : 1),0.0724748884761486907122639151


2262j1,8,(-3 : 1/2*(-81*s + 2) : 1),0.304148749377523180407879149


2262k1,-3,(-2*s + 5 : -10*s + 24 : 1),0.774728414975476166917738283


2262k2,-4,(8*s + 11 : 80*s - 50 : 1),0.708790991699627705829692667


2262k3,-35,(-6 : 1/2*(261*s + 5) : 1),0.928873887808335069638688593


2262k4,-399,(2*s + 43 : -25*s + 143 : 1),1.02831504607638027442386041


2262k5,-403,(23 : -348*s - 12 : 1),2.88427750463301221678035592


2262k6,-299,(-30 : 1/2*(87*s + 29) : 1),0.784103692740824046327241710


2262l1,1,(18 : 45 : 1),0.0442524812601351086363538841


