CremonaReference,Discriminant,Point,Height,Provable
1611a1,-179,(1/9*(-s - 10) : 1/54*(-5*s - 149) :  1),0.677438252824621197004396611,0


1611a2,-11,(-s : 1/2*(5*s + 19) : 1),0.399603625242929179677156646,0

1611b1,24,(1/2*(3*s - 4) : -3*s + 14 : 1),0.583891345557936826370924316,0

1611b2,129,(-3*s + 25 : 1/2*(39*s - 485) : 1),0.547993404360885625434136236,0

1611c1,-24,(17 : 1/2*(-81*s - 18) : 1),0.333237723752057862079868431,0

1611d1,1,(0 : -5 : 1),0.340523652529288211212063497,0

1611e1,1,(17 : -14 : 1),0.227414936697885366918821601,0

1611f1,33,(5 : 1/2*(9*s - 1) : 1),0.588377351776992810593205047,0

1611f2,13,(6*s + 29 : 1/2*(45*s + 395) : 1),0.667680240187653527504146602,0

1611g1,1,(0 : -5 : 1),0.180552696418116567887258704,0

1611h1,-219,(-25 : 1/2*(9*s - 1) : 1),1.07582902838697319873100873,0

1611h2,173,(13 : 1/2*(179*s - 1) : 1),1.06938905251170494797893836,0

