CremonaReference,InitialHeight
1680a1,0.310375141472503658304299632
1680a2,0.586537023690128265451267808
1680a3,0.310375141472503658304299632
1680a4,0.443952790050126264102685642
1680b1,0
1680b2,0.448626163897534822679186841
1680b3,0
1680b4,0.542985050106372351529386955
1680c1,0.124160062566952522129876913
1680c2,0.248320125133905044259753825
1680c3,0.607876641613825114298476973
1680c4,0.496640250267810088519507651
1680d1,0.601928330727159041847189151
1680d2,0.621223605686741835956286161
1680d3,0
1680d4,0.310611802843370917978143080
1680d5,0.621223605686741835956286161
1680d6,0.976746613813041554367372339
1680e1,0.513076146618218115670102153
1680e2,0.384899278990986690637185936
1680e3,0.694601607377587775033872917
1680e4,2.42381099851840505079259902
1680f1,0.222631847184005411761561164
1680f2,0.377944616158757184848573558
1680f3,0.755889232317514369697147116
1680f4,0.573959743679576132499812894
1680g1,0.177249051781860180573240462
1680g2,0.0886245258909300902866202312
1680g3,0.705271315971902686374826689
1680g4,0.177249051781860180573240462
1680h1,1.52679118075748417107826764
1680h2,0.451176326267136181754424962
1680h3,0.902352652534272363508849923
1680h4,0.909590065241613330108614477
1680h5,0
1680h6,0.598522595208426820238513126
1680i1,0.254603017961278081518932112
1680i2,0.369298808971213704721912828
1680i3,1.69733996171307083296488132
1680i4,0.285317518990805086519850996
1680j1,0.814397455740114568006532004
1680j2,0.407198727870057284003266002
1680j3,0.814397455740114568006532004
1680j4,0.498564295300688251518776418
1680j5,0.881145034900236382593095440
1680j6,2.66829738429120425114788266
1680k1,0.664006355190233299452384950
1680k2,0.914784558288984344313250033
1680k3,0
1680k4,0
1680k5,1.47236924878937204221420823
1680k6,0.636273197762549539824455438
1680k7,0
1680k8,0
1680l1,0.724732223098315723276237476
1680l2,0.530494644504278363876088878
1680l3,0.458767976003598279728823503
1680l4,0.665404150618726357580605971
1680m1,0
1680m2,1.45871775786880113946460403
1680m3,5.08919855481479125179535483
1680m4,0
1680m5,0
1680m6,2.54459927740739562589767741
1680m7,0
1680m8,0
1680n1,0.335277802558839731104045144
1680n2,0.518830022815148767654055320
1680n3,0.259415011407574383827027661
1680n4,0.259415011407574383827027661
1680o1,0.217450831045239823045274862
1680o2,0.275392819911546974017893327
1680p1,2.68887659734812921101226017
1680p2,2.21626648398774781972592631
1680p3,0
1680p4,1.30116571506468458784961289
1680p5,0
1680p6,0
1680p7,0
1680p8,0
1680q1,0
1680q2,1.96540678692473461896537983
1680r1,0.532646580955744561927467456
1680r2,0.266323290477872280963733728
1680r3,0
1680r4,0.490708629217048478282258151
1680s1,0.190392651967462386043581100
1680s2,0.0951963259837311930217905500
1680t1,0.623656542512925905914381510
1680t2,0.311828271256462952957190755
1680t3,0.982956354663796877960704978
1680t4,1.50674726709988142282310391
1680t5,0
1680t6,0
