CremonaReference,InitialHeight
2760a1,0.781417078401937981134144298
2760a2,0.390708539200968990567072149
2760a3,1.45062962216989186487548640
2760a4,0.781417078401937981134144298
2760b1,0.563941647367265284413114112
2760b2,0.329019049554470529846622836
2760c1,0.0715157392334538080794282380
2760d1,0.865179961982961015866747279
2760d2,0.483761198526738309724387139
2760d3,1.21227720502824861000307484
2760d4,2.50992751648633256605310820
2760e1,0.557368362035504286172305599
2760f1,0
2760f2,0
2760f3,0
2760f4,0
2760f5,0
2760f6,0
2760g1,0.338052454644386616373950226
2760g2,0.169026227322193308186975112
2760h1,0.316071132156661227383393853
2760h2,0
2760h3,0
2760h4,0
2760i1,0.181699752403605585576520823
2760j1,0
2760j2,0
2760k1,0.844467963831239066025644416
