CremonaReference,InitialHeight
320a1,0.683761292663034636003265955
320a2,0.341880646331517318001632977
320a3,0.170940323165758659000816489
320a4,0.170940323165758659000816489
320b1,0.180551334516106403666501923
320b2,0.341880646331517318001632977
320b3,0.893145661230184273666824181
320b4,0.170940323165758659000816489
320c1,0.561930274356679798455151962
320c2,0.280965137178339899227575981
320c3,0.275624609339441636631360699
320c4,0.137812304669720818315680349
320d1,0.179346451977639862965374691
320d2,0.0896732259888199314826873455
320e1,0.179346451977639862965374691
320e2,0.321476858449147899614111609
320f1,0.206718457004581227473520524
320f2,0.280965137178339899227575981
320f3,0.0689061523348604091578401746
320f4,0.137812304669720818315680349
