CremonaReference,InitialHeight
574a1,0.362740320541589097331113392
574b1,0.153532894618007181572943105
574b2,0.307065789236014363145886210
574c1,0.545919133814289775439284743
574c2,1.09183826762857955087856949
574d1,0
574d2,0
574e1,0.209199713870882438885310333
574f1,0.235189265699853967526105357
574f2,0.493755742471027855274282375
574g1,0.0843023413924951564368588238
574h1,0.144735553381476088986989522
574h2,0.287941181175225001979068911
574i1,1.06738248168784548758405960
574i2,0
574j1,0.348808814873068521632255795
574j2,0
