CremonaReference,InitialHeight
600a1,0.343440941550626905335518298
600a2,0.400324670045229244866079834
600a3,1.52092901780940529760365371
600a4,0.380232254452351324400913426
600a5,0
600a6,3.04185803561881059520730742
600b1,0.101604872711678754543975004
600c1,0.0718311016898541572717231959
600c2,0.143662203379708314543446392
600d1,0.710416172054311657943246273
600d2,0.355208086027155828971623136
600d3,0.748483442887781093524448945
600d4,1.21193757210184711930954888
600d5,0
600d6,0.534270860886457729447910848
600e1,0.0633335569422521239455373294
600f1,0.727476684580248489508286951
600f2,0.445810569853691605815017096
600f3,0.222905284926845802907508549
600f4,0.976179342673086879795349610
600g1,0.253334227769008495782149316
600h1,0.287324406759416629086892784
600h2,0.664938096089930723245329149
600i1,0.196786478120709652647547714
