CremonaReference,InitialHeight
2010a1,0.375738893832437353458069227
2010a2,0.751477787664874706916138452
2010a3,0
2010a4,1.22416013104760415416862138
2010b1,0.314835359820179061221718743
2010b2,0.314000850795215197733567590
2010c1,1.93650895704261637993378491
2010d1,0
2010d2,1.63136585029506340024209375
2010d3,0
2010d4,0
2010e1,0.219415216551493697801553680
2010e2,0.282905605806481931619761389
2010f1,0.0443607234772936844250226731
2010g1,0.599258475099264135768606741
2010g2,0.512839732272009295995251515
2010h1,0.734353312002491865628674438
2010h2,1.46870662400498373125734888
2010i1,0.354246935204636333412218021
2010i2,0.177123467602318166706109011
2010j1,0.748893554863915003239463098
2010j2,0
2010j3,1.95470508525514263041872915
2010j4,0
2010k1,0.382163525766562265633912077
2010k2,1.01554231730334607593791648
