CremonaReference,InitialHeight
2652a1,0.832140012903320444341366208
2652a2,0.208536459449898675592318989
2652b1,0.335260181275145532753108225
2652b2,1.64486434611001712773329412
2652c1,0.457813944553889031464745848
2652c2,0.228906972276944515732372924
2652d1,0.465314709497130719670084360
2652d2,0.611122935332650963962633490
2652e1,0.364666887400589334157967742
2652e2,0.673774484274247285830378245
2652f1,0
2652f2,0
2652f3,2.08381522007020182795231839
2652f4,3.36497248255151159215019275
2652g1,0.339528340631895608826893857
2652g2,0
