CremonaReference,InitialHeight
2826a1,0.410645696170505575918312722
2826b1,0.314424876049845992031348467
2826b2,0.367144310642082249900999692
2826c1,0.609872367630408380382418936
2826c2,0.731862951824571070959202464
2826d1,0
2826e1,0
2826f1,0.187679031310850834197759335
2826g1,0.410645696170505575918312722
2826h1,0.617516573679970984489847594
2826h2,1.46205031475750680599363473
2826i1,0.731862951824571070959202464
2826i2,3.34224149000397271978018146
2826j1,0.191116855206889533837577726
2826k1,0.116455160416273981994663285
