CremonaReference,InitialHeight
2704a1,1.26056745114087073239598827
2704b1,1.02561222599842087317314417
2704c1,0.335503105637288920066347507
2704d1,0.169814351278407866757577374
2704d2,0
2704e1,1.06453639579700830442005044
2704e2,0
2704f1,2.72070452709663907394866005
2704f2,0
2704g1,3.18150042623836006013633241
2704g2,0
2704g3,0
2704h1,0.342596420166365374340680777
2704h2,0.865642602828006297410647824
2704i1,0
2704i2,0
2704j1,0
2704j2,0
2704k1,0.137326262475738796571061439
2704l1,0
2704m1,0
2704m2,0
2704n1,0.190145447420520302112627175
2704n2,0
