CremonaReference,InitialHeight
1575a1,0.431208691316781808597452123
1575a2,0.613739058716605422135834249
1575b1,0.431208691316781808597452123
1575b2,0
1575c1,0.430068270673287928730748543
1575c2,0.613739058716605422135834249
1575d1,0.107802172829195452149363031
1575d2,0.215604345658390904298726062
1575e1,0.0925733338021420941102904503
1575e2,1.11088000562570512932348540
1575e3,0
1575f1,0.503158808129435057411859993
1575f2,0.518830022815148767654055320
1575f3,0.259415011407574383827027661
1575f4,0.259415011407574383827027661
1575g1,0.472574897315478520504127142
1575g2,0.236287448657739260252063571
1575g3,0.750484292387554336037853339
1575g4,0.472574897315478520504127142
1575g5,0
1575g6,0.236287448657739260252063571
1575h1,0.269236866179874941122803372
1575h2,0.134618433089937470561401687
1575i1,0.531703997666693363193846607
1575i2,0
1575j1,0.564690492902561684297392258
1575j2,1.96266374322919068126958615
1575k1,0.132925999416673340798461652
1575k2,0
