CremonaReference,InitialHeight
784a1,0.0715412282921065469240024229
784b1,0.129582864557548788459875914
784c1,0.965235636199439560271791495
784c2,0.568914384812211251036927935
784c3,0.778286092896905556892190795
784c4,0
784d1,0.0715412282921065469240024229
784e1,0.239919898725202576011639771
784e2,1.02617541534182629398804363
784f1,0.129582864557548788459875914
784g1,0.0860354509665789301957216613
784g2,2.32295717609763111528448484
784h1,0.341578100563395489001983219
784h2,0.215790523945319697996446236
784h3,0.431581047890639395992892473
784h4,0
784i1,0.0860354509665789301957216613
784i2,0.258106352899736790587164982
784j1,0.389689685223846565011731915
784j2,2.18249172100978188210000972
784j3,2.50166506089017689720391299
784j4,0
784j5,0
784j6,0
