CremonaReference,InitialHeight
1274a1,0.245425672832410260711451105
1274b1,0.293466636010898663315035828
1274c1,0.166288191600139793395140784
1274c2,0.498864574800419380185422352
1274c3,0
1274d1,0
1274e1,0.245425672832410260711451105
1274f1,0.226314919921548078871990347
1274g1,0.0731172542619576753036868552
1274h1,0.776877066410835810497266994
1274i1,0.0965485554772601346504422820
1274i2,0.162017554190399253382003330
1274i3,0
1274j1,0.297507062277246233043684195
1274j2,0.473849778350404956415180246
1274k1,2.58689476419431988876376485
1274k2,0
1274k3,4.43084716258781922173667414
1274k4,0
1274l1,0
1274m1,1.38782717569857687516473567
1274m2,0
1274n1,1.39178429446073663199178310
1274n2,0
1274o1,0.321105498157406257550703950
