CremonaReference,InitialHeight
2890a1,0.480748542347368917437449779
2890a2,0.240374271173684458718724890
2890b1,1.80659535346136273121115819
2890b2,0
2890c1,0.205134543967881609691468002
2890c2,1.69090275369734322297122187
2890d1,5.54959962796724334738748516
2890d2,0
2890e1,0
2890e2,3.39083870186539843236874307
2890f1,0.104257286326539608317333444
2890g1,3.17204714771824396046131411
2890g2,0
2890h1,0.519683376979443439556709751
2890h2,0.178674134092067518697614989
2890i1,0
2890i2,0
2890i3,0
2890i4,0
2890j1,0.213569272067513959456875290
2890j2,0
2890k1,0
2890l1,0
2890m1,0
2890n1,4.21164927562950744634558561
2890n2,0
2890o1,0.365675400256143495909295968
2890p1,0.0973516303413717828871812038
2890p2,0.254622149426105604389444526
2890q1,0
2890q2,0
