CremonaReference,InitialHeight
1440a1,0.186096156376722305603577806
1440a2,0.372192312753444611207155612
1440b1,0.420556207325675674515466037
1440b2,0.372192312753444611207155612
1440c1,0.758654753913900396661538074
1440c2,1.05797884963067147117897947
1440c3,0.379327376956950198330769037
1440c4,0.597161868488493344940065897
1440d1,0.136476641475078731434203974
1440d2,0.272953282950157462868407948
1440d3,2.42081610105313747608539985
1440d4,0.516278469943469238444463533
1440e1,0.545906565900314925736815895
1440e2,1.57580044442422905203566953
1440e3,0.272953282950157462868407948
1440e4,0.516278469943469238444463533
1440f1,0.228551115527830271432185794
1440f2,0.179346451977639862965374691
1440g1,0.297863716481913085481971732
1440g2,0
1440g3,0.939882256439579212469179490
1440g4,0.595727432963826170963943465
1440h1,0.236860617758685553637747304
1440h2,0.372192312753444611207155612
1440i1,0.236860617758685553637747304
1440i2,0.328708412542180614076606671
1440j1,0.298580934244246672470032948
1440j2,0.558677862438181276525697439
1440j3,0.379327376956950198330769037
1440j4,0.529791151639944627943204462
1440k1,0.457860759008856629478396425
1440k2,0.915721518017713258956792851
1440k3,0.890278905321182392656675155
1440k4,0.542889592005251297813033485
1440l1,0.547454494216972761549841421
1440l2,0.890278905321182392656675155
1440l3,0.517859761225203205012885795
1440l4,0.466089852445447258090581142
1440m1,0.358692903955279725930749383
1440m2,0.179346451977639862965374691
1440n1,0.297863716481913085481971732
1440n2,0.939882256439579212469179490
1440n3,0
1440n4,0.595727432963826170963943465
