CremonaReference,InitialHeight
2706a1,0.276909515218724875868137112
2706a2,0.472798698768551396075657832
2706b1,0
2706c1,0.873932548795214972502774569
2706c2,0.545568500637923232218726484
2706d1,1.32815054749785519222559641
2706d2,0.283098148691067974140351909
2706e1,0.804964978074359577482647129
2706e2,0.853709469272258864049217593
2706f1,0.537465830568263809074801639
2706f2,0.422738511677820192216013302
2706g1,1.88352947326649754365286837
2706g2,1.40502081345255013473693228
2706g3,3.44395759322372415422137657
2706g4,0
2706h1,0.302882417566547911449828092
2706i1,0.552364146916173925500825498
2706i2,0.366858236109730258338575066
2706j1,0.212378930350068601099086216
2706k1,0
2706l1,0.212018285040264421059166111
2706l2,0.424036570080528842118332222
2706m1,0.246978893334498562410490908
2706n1,0
2706n2,0
2706o1,1.26424819208123261099804534
2706o2,0
2706p1,0.254334548869886656513952204
2706q1,0.208925122989600995111982704
2706q2,0
2706r1,0.268639048332801594492982725
2706r2,0.134319524166400797246491363
2706r3,0
2706r4,0.676351833015214160284097348
