CremonaReference,InitialHeight
2160a1,0.0871859895396137824530449253
2160b1,0.210628014132206635229627587
2160c1,0.235345960878266814738247305
2160d1,0.120637629039154654890884284
2160e1,0.338150563084443939489587254
2160f1,0.446270033355588895043739453
2160g1,0.120637629039154654890884284
2160h1,0.0541375972826355526580587462
2160i1,0.0495855592617320994493043837
2160j1,0.156109419321561503736614647
2160k1,0.266910147445063500574475295
2160l1,0.175502270143612582377763927
2160m1,0.248371898630642752970046869
2160m2,0.0827906328768809176566822894
2160n1,0.500398471983967742088152229
2160n2,1.43022155175506095633724342
2160o1,0.407645901053466343459007495
2160o2,0.875496840836811536041043000
2160p1,0.238938515072215744129783329
2160p2,0.0827906328768809176566822894
2160q1,0.224823645808805500179297582
2160q2,0.421533857777097050300771266
2160r1,0.258580142750675856419979708
2160r2,0.407984349299358803937634544
2160s1,0.381766139843234184803943118
2160s2,0.336156119669297994395439259
2160t1,0.363500860882406620262637038
2160t2,2.23326059903240789845378689
2160u1,0.118182740989397394948684628
2160v1,0.122445424457403344051673931
2160v2,0
2160w1,0.118182740989397394948684628
2160x1,0.407645901053466343459007495
2160x2,0.218874210209202884010260750
