CremonaReference,InitialHeight
2150a1,0.761190362525316248096959010
2150a2,0.797416657810218160905632179
2150a3,0
2150b1,0.125950295078153081641189622
2150c1,0.616517838495159093156237394
2150d1,0
2150e1,0.0502621905189128123380011868
2150f1,0
2150g1,0
2150h1,0.471734896390435468775108244
2150i1,0.493899083113142659025245149
2150j1,0.156986730632823124171567827
2150k1,1.68481735944351969168414023
2150l1,0.326796369148490061003655823
2150m1,0.569538172865203117166616594
2150n1,0
2150o1,0.243379862073246891589124492
2150p1,0.125950295078153081641189622
2150q1,0.299615404114290546665911042
2150r1,0
