CremonaReference,InitialHeight
672a1,0.153592850917236565106909600
672a2,0.307185701834473130213819200
672b1,0.139949265361431676544677077
672b2,0.0699746326807158382723385387
672c1,0.613069613686747118558669605
672c2,0.692656012242494023814182260
672c3,0.828084101858891651042486814
672c4,0.594801941220175273706865789
672d1,0.139949265361431676544677077
672d2,0.0699746326807158382723385387
672e1,0.248277290364950612948469909
672e2,0.496554580729901225896939819
672e3,0.496554580729901225896939819
672e4,0.287787003069457683494608371
672f1,0.447872955466367698626275649
672f2,0.895745910932735397252551300
672f3,0.496554580729901225896939819
672f4,0.595117447408391899108640737
672g1,0.354787253401754102419418617
672g2,0.307185701834473130213819200
672h1,0.346328006121247011907091130
672h2,0.828084101858891651042486814
672h3,0.207021025464722912760621704
672h4,0.335562961267401748369988771
