CremonaReference,InitialHeight
832a1,0.235482478174541388879450170
832b1,0.235482478174541388879450170
832c1,0.166288191600139793395140784
832c2,0.498864574800419380185422352
832c3,0
832d1,0.180117663379085318297847137
832d2,0.360235326758170636595694275
832e1,0.0787854656963044207747492675
832f1,0.601320936902384291302694998
832f2,0
832g1,0.166288191600139793395140784
832g2,0.498864574800419380185422352
832g3,0
832h1,0.180117663379085318297847137
832h2,0.360235326758170636595694275
832i1,0.0787854656963044207747492675
832j1,0.601320936902384291302694998
832j2,0.357271179785617095497545826
