CremonaReference,InitialHeight
90a1,0.316528283723736314358159045
90a2,0.158264141861868157179079523
90a3,0.198498654566191208581816068
90a4,2.33617098219000886022908174
90b1,0.198498654566191208581816068
90b2,0.396997309132382417163632136
90b3,0.274300806473110109981647511
90b4,0.158264141861868157179079523
90c1,0.230464798128526235940112932
90c2,0.460929596257052471880225864
90c3,0.691394394385578707820338796
90c4,3.30332913585321010154834313
90c5,0.726116716562400461605339668
90c6,0.361407811657004961054405615
90c7,1.32024123745425423667360452
90c8,0
