CremonaReference,InitialHeight
225a1,0.153640035013294478099076991
225a2,0.153640035013294478099076991
225b1,0.153640035013294478099076991
225b2,1.60138512752578106631266149
225c1,0.325078210998281531387058286
225c2,0.650156421996563062774116571
225c3,0
225c4,0
225c5,0
225c6,2.64909817620033983042378571
225c7,4.24701853616462880836008675
225c8,0.537222968112916282490309811
225d1,0.511761809025251579767915727
225d2,0.921171256245452843582248308
225e1,0.0255880904512625789883957864
225e2,0.261567815838338836058575536
